mean_1	cx	mut_pb	t_size	k	avg_val	std_val
30	cxTwoPoint	0.15	2	5	1.87491206117	0.00598159685959
30	cxTwoPoint	0.15	2	7	1.87813805269	0.00365143383268
30	cxTwoPoint	0.15	4	1	1.8223651592	0.00712713553768
30	cxTwoPoint	0.15	4	3	1.86475667056	0.00801213956146
30	cxTwoPoint	0.15	4	5	1.87102335152	0.00408809405828
30	cxTwoPoint	0.15	4	7	1.87017998865	0.00403581936751
30	cxTwoPoint	0.15	6	1	1.82175695698	0.00518303899967
30	cxTwoPoint	0.15	6	3	1.85670797597	0.00700534395758
30	cxTwoPoint	0.15	6	5	1.86618889556	0.00412414856319
30	cxTwoPoint	0.15	6	7	1.87550704289	0.0072996108376
30	cxTwoPoint	0.15	8	1	1.82590104477	0.0131792038569
30	cxTwoPoint	0.15	8	3	1.8582527582	0.00755963992341
30	cxTwoPoint	0.15	8	5	1.86935041346	0.00438160982272
30	cxTwoPoint	0.15	8	7	1.86585332766	0.00576777096515
30	cxTwoPoint	0.175	2	1	1.83847703105	0.00467913361479
30	cxTwoPoint	0.175	2	3	1.87023197078	0.00290908426266
30	cxTwoPoint	0.175	2	5	1.87484089259	0.00287098611603
30	cxTwoPoint	0.175	2	7	1.8781609444	0.00131508379227
30	cxTwoPoint	0.175	4	1	1.82478294626	0.0054243831801
30	cxTwoPoint	0.175	4	3	1.86617263985	0.00657080536471
30	cxTwoPoint	0.175	4	5	1.86632251103	0.00629244453024
30	cxTwoPoint	0.175	4	7	1.87250459691	0.00641123300738
30	cxTwoPoint	0.175	6	1	1.82147977462	0.00644846860455
30	cxTwoPoint	0.175	6	3	1.86492812895	0.00573451791021
30	cxTwoPoint	0.175	6	5	1.87245725536	0.00454479898119
30	cxTwoPoint	0.175	6	7	1.86745373982	0.00439470099294
30	cxTwoPoint	0.175	8	1	1.82570835221	0.0096146519143
30	cxTwoPoint	0.175	8	3	1.85912499847	0.00471060514402
30	cxTwoPoint	0.175	8	5	1.8693626793	0.00665813433843
30	cxTwoPoint	0.175	8	7	1.86379219831	0.00466758588829
30	cxTwoPoint	0.2	2	1	1.83765154255	0.00461821665977
30	cxTwoPoint	0.2	2	3	1.87051289556	0.00396729911511
30	cxTwoPoint	0.2	2	5	1.87241763229	0.00163348850885
30	cxTwoPoint	0.2	2	7	1.88188234021	0.00323759249727
30	cxTwoPoint	0.2	4	1	1.83747321892	0.00691106138249
30	cxTwoPoint	0.2	4	3	1.86508620451	0.00388162830711
30	cxTwoPoint	0.2	4	5	1.87151240036	0.00565430803965
30	cxTwoPoint	0.2	4	7	1.87622174664	0.00288729451734
30	cxTwoPoint	0.2	6	1	1.83322357659	0.00580992518542
30	cxTwoPoint	0.2	6	3	1.86213757156	0.00225342853129
30	cxTwoPoint	0.2	6	5	1.87343837112	0.00717108152765
30	cxTwoPoint	0.2	6	7	1.87605902274	0.00437924014593
30	cxTwoPoint	0.2	8	1	1.81784690447	0.0134640128963
30	cxTwoPoint	0.2	8	3	1.86257824999	0.00529211126172
30	cxTwoPoint	0.2	8	5	1.86769812693	0.00601912012674
30	cxTwoPoint	0.2	8	7	1.8687600818	0.00378134142824
30	cxUniform	0.05	2	1	1.84109775911	0.00873727473935
30	cxUniform	0.05	2	3	1.87586080742	0.00345668623836
30	cxUniform	0.05	2	5	1.87943579492	0.00259992037226
30	cxUniform	0.05	2	7	1.88148919478	0.00253951343228
30	cxUniform	0.05	4	1	1.84086283819	0.00607285921761
30	cxUniform	0.05	4	3	1.86953152157	0.00159206138493
30	cxUniform	0.05	4	5	1.87776799362	0.00278967336788
30	cxUniform	0.05	4	7	1.88283447373	0.00163456072751
30	cxUniform	0.05	6	1	1.83429715369	0.0090737185375
30	cxUniform	0.05	6	3	1.86430148032	0.00350464152755
30	cxUniform	0.05	6	5	1.87643015323	0.00419801452219
30	cxUniform	0.05	6	7	1.87756024416	0.0036022442587
30	cxUniform	0.05	8	1	1.84009931843	0.00971428881675
30	cxUniform	0.05	8	3	1.86959567104	0.00355707368295
30	cxUniform	0.05	8	5	1.87107862231	0.00204483478412
30	cxUniform	0.05	8	7	1.87901885965	0.00382172207014
30	cxUniform	0.075	2	1	1.84526739578	0.00277931597926
30	cxUniform	0.075	2	3	1.87334457708	0.00175408050247
30	cxUniform	0.075	2	5	1.88112237444	0.00340603906073
30	cxUniform	0.075	2	7	1.8824312475	0.00201253110294
30	cxUniform	0.075	4	1	1.84336372371	0.00287348657686
30	cxUniform	0.075	4	3	1.87308703825	0.0046279464483
30	cxUniform	0.075	4	5	1.87636173766	0.00230748407378
30	cxUniform	0.075	4	7	1.8815635537	0.00289282503503
30	cxUniform	0.075	6	1	1.83326456269	0.00533032513886
30	cxUniform	0.075	6	3	1.86966480452	0.00439487749786
30	cxUniform	0.075	6	5	1.8770751104	0.00477268097149
30	cxUniform	0.075	6	7	1.87678123016	0.0013088466073
30	cxUniform	0.075	8	1	1.8341538851	0.00261246022315
30	cxUniform	0.075	8	3	1.86588216535	0.0032052745942
30	cxUniform	0.075	8	5	1.87724881175	0.00364832933542
30	cxUniform	0.075	8	7	1.87547867134	0.00550853030708
30	cxUniform	0.1	2	1	1.8469179083	0.00772653526502
30	cxUniform	0.1	2	3	1.87446980466	0.00337239011995
30	cxUniform	0.1	2	5	1.87978951208	0.00335248962558
30	cxUniform	0.1	2	7	1.88355103471	0.00465996066786
30	cxUniform	0.1	4	1	1.84444323871	0.00177223690141
30	cxUniform	0.1	4	3	1.87522009847	0.00401455146108
30	cxUniform	0.1	4	5	1.87675788568	0.00418247208386
30	cxUniform	0.1	4	7	1.88169307137	0.00203898238138
30	cxUniform	0.1	6	1	1.83844590339	0.00515595783541
30	cxUniform	0.1	6	3	1.87375242303	0.00185392882825
30	cxUniform	0.1	6	5	1.87751689893	0.00465104333436
30	cxUniform	0.1	6	7	1.88476192486	0.0025300939597
30	cxUniform	0.1	8	1	1.84213272608	0.00665458624706
30	cxUniform	0.1	8	3	1.87312835905	0.00281718411539
30	cxUniform	0.1	8	5	1.87805117579	0.00163906995198
30	cxUniform	0.1	8	7	1.87622062512	0.0026673082039
30	cxUniform	0.125	2	1	1.84167296138	0.0032879648497
30	cxUniform	0.125	2	3	1.87319146604	0.00222878638743
30	cxUniform	0.125	2	5	1.88345366297	0.00242920589122
30	cxUniform	0.125	2	7	1.88320549287	0.00154466651063
30	cxUniform	0.125	4	1	1.84559653347	0.00539338751703
30	cxUniform	0.125	4	3	1.87300317391	0.0031254076813
30	cxUniform	0.125	4	5	1.87617336006	0.00339730487981
30	cxUniform	0.125	4	7	1.88238778045	0.00351190293945
30	cxUniform	0.125	6	1	1.83467597853	0.00247151609144
30	cxUniform	0.125	6	3	1.87257874498	0.00892794706503
30	cxUniform	0.125	6	5	1.87533986272	0.0038394766791
30	cxUniform	0.125	6	7	1.88266591275	0.00419640104509
30	cxUniform	0.125	8	1	1.83134357524	0.0072689318151
30	cxUniform	0.125	8	3	1.86517365596	0.00274886161096
30	cxUniform	0.125	8	5	1.87326388779	0.00421321220529
30	cxUniform	0.125	8	7	1.88213127934	0.00597015333888
30	cxUniform	0.15	2	1	1.844060278	0.00395386029346
30	cxUniform	0.15	2	3	1.87252964924	0.0021819473951
30	cxUniform	0.15	2	5	1.87852461474	0.002429170568
30	cxUniform	0.15	2	7	1.88512625093	0.00351995957035
30	cxUniform	0.15	4	1	1.84027936615	0.00574659995844
30	cxUniform	0.15	4	3	1.87229229147	0.00236503787328
30	cxUniform	0.15	4	5	1.87876222939	0.00303013821623
30	cxUniform	0.15	4	7	1.88386040681	0.00278524714271
30	cxUniform	0.15	6	1	1.83923066508	0.00344730609445
30	cxUniform	0.15	6	3	1.87052702782	0.00347526581232
30	cxUniform	0.15	6	5	1.87635786064	0.00281653957672
30	cxUniform	0.15	6	7	1.8831930679	0.00220672550855
30	cxUniform	0.15	8	1	1.82918309895	0.006544419912
30	cxUniform	0.15	8	3	1.86724620181	0.00402192210697
30	cxUniform	0.15	8	5	1.87711257188	0.00505386942581
30	cxUniform	0.15	8	7	1.87661720817	0.00379807434004
30	cxUniform	0.175	2	1	1.8414336803	0.00688472999109
30	cxUniform	0.175	2	3	1.87493468688	0.00334951441358
30	cxUniform	0.175	2	5	1.8805292126	0.0036977910254
30	cxUniform	0.175	2	7	1.88413543097	0.0013807404375
30	cxUniform	0.175	4	1	1.84597011026	0.00605140454314
30	cxUniform	0.175	4	3	1.87159639847	0.00419347715956
30	cxUniform	0.175	4	5	1.87841703818	0.00376675432858
30	cxUniform	0.175	4	7	1.88201018056	0.00283316315691
30	cxUniform	0.175	6	1	1.83652273662	0.00836847664362
30	cxUniform	0.175	6	3	1.87310691419	0.00163494239879
30	cxUniform	0.175	6	5	1.8744367706	0.00170249341607
30	cxUniform	0.175	6	7	1.88011138761	0.00185805673085
30	cxUniform	0.175	8	1	1.83254952286	0.00551283594401
30	cxUniform	0.175	8	3	1.87321114755	0.00449599556935
30	cxUniform	0.175	8	5	1.87494834275	0.00370737294624
30	cxUniform	0.175	8	7	1.88008996248	0.00371550971831
30	cxUniform	0.2	2	1	1.84806981379	0.00583415897944
30	cxUniform	0.2	2	3	1.87565368969	0.00341045778962
30	cxUniform	0.2	2	5	1.88076973265	0.0032619326238
30	cxUniform	0.2	2	7	1.88360856572	0.00277135251415
30	cxUniform	0.2	4	1	1.84285778985	0.00641495802693
30	cxUniform	0.2	4	3	1.87016213241	0.00614306993921
30	cxUniform	0.2	4	5	1.87828194525	0.00164952691298
30	cxUniform	0.2	4	7	1.88410241219	0.00351073844409
30	cxUniform	0.2	6	1	1.84230705828	0.00502082050742
30	cxUniform	0.2	6	3	1.8705792507	0.00260368644736
30	cxUniform	0.2	6	5	1.88142468507	0.00385200729828
30	cxUniform	0.2	6	7	1.87975711551	0.00364264840553
30	cxUniform	0.2	8	1	1.83324208935	0.00670045232799
30	cxUniform	0.2	8	3	1.86842571494	0.00163366566551
30	cxUniform	0.2	8	5	1.87756435104	0.00276552603867
30	cxUniform	0.2	8	7	1.87577772092	0.00277993939585
40	cxOnePoint	0.05	2	1	1.82565224094	0.00531647856312
40	cxOnePoint	0.05	2	3	1.85836151691	0.00388505232427
40	cxOnePoint	0.05	2	5	1.86412549896	0.00948797161511
40	cxOnePoint	0.05	2	7	1.87128186581	0.0057384679673
40	cxOnePoint	0.05	4	1	1.81124274803	0.00994566444969
40	cxOnePoint	0.05	4	3	1.85234480587	0.0109426424447
40	cxOnePoint	0.05	4	5	1.85859430468	0.00486674772034
40	cxOnePoint	0.05	4	7	1.86215312839	0.00855690469342
40	cxOnePoint	0.05	6	1	1.82041129513	0.00742261280503
40	cxOnePoint	0.05	6	3	1.84892885537	0.00833870572848
40	cxOnePoint	0.05	6	5	1.85370104828	0.00821528571991
40	cxOnePoint	0.05	6	7	1.86132769622	0.00392923718221
40	cxOnePoint	0.05	8	1	1.80161677028	0.00543826211799
40	cxOnePoint	0.05	8	3	1.84529419214	0.0115366176356
40	cxOnePoint	0.05	8	5	1.85778635795	0.00609687015013
40	cxOnePoint	0.05	8	7	1.85399405296	0.00597252464639
40	cxOnePoint	0.075	2	1	1.81832816807	0.00842639758271
40	cxOnePoint	0.075	2	3	1.85986491383	0.00326455784989
40	cxOnePoint	0.075	2	5	1.86826103394	0.0039168250345
40	cxOnePoint	0.075	2	7	1.87165266518	0.0012153554241
40	cxOnePoint	0.075	4	1	1.81725535025	0.00647432718806
40	cxOnePoint	0.075	4	3	1.85605671285	0.00620311032956
40	cxOnePoint	0.075	4	5	1.85808770826	0.00217555791988
40	cxOnePoint	0.075	4	7	1.85914774465	0.00319704564903
40	cxOnePoint	0.075	6	1	1.81703393433	0.00502523415818
40	cxOnePoint	0.075	6	3	1.85285416349	0.00945917099712
40	cxOnePoint	0.075	6	5	1.86091170706	0.00751794149718
40	cxOnePoint	0.075	6	7	1.86145961738	0.00303664387065
40	cxOnePoint	0.075	8	1	1.81238753267	0.0104687533958
40	cxOnePoint	0.075	8	3	1.85311502421	0.0127500046248
40	cxOnePoint	0.075	8	5	1.85852686873	0.00857570938116
40	cxOnePoint	0.075	8	7	1.863139029	0.00418216145031
40	cxOnePoint	0.1	2	1	1.82272114892	0.00590238502392
40	cxOnePoint	0.1	2	3	1.86141792421	0.00645082403373
40	cxOnePoint	0.1	2	5	1.86409160139	0.00725092259466
40	cxOnePoint	0.1	2	7	1.87104239462	0.00384057421346
40	cxOnePoint	0.1	4	1	1.81867026637	0.00993336836317
40	cxOnePoint	0.1	4	3	1.86060584512	0.00596063343466
40	cxOnePoint	0.1	4	5	1.86438239182	0.00853882963746
40	cxOnePoint	0.1	4	7	1.87134045492	0.00684114440324
40	cxOnePoint	0.1	6	1	1.81390136659	0.0110063765032
40	cxOnePoint	0.1	6	3	1.85386956214	0.00754294771868
40	cxOnePoint	0.1	6	5	1.86299365658	0.00938879753079
40	cxOnePoint	0.1	6	7	1.86650116728	0.00428900909086
40	cxOnePoint	0.1	8	1	1.81213855522	0.0125368864114
40	cxOnePoint	0.1	8	3	1.85797440183	0.00494416378677
40	cxOnePoint	0.1	8	5	1.85897293346	0.00648202147793
40	cxOnePoint	0.1	8	7	1.86113888397	0.00773020331405
40	cxOnePoint	0.125	2	1	1.83436045098	0.00925380002807
40	cxOnePoint	0.125	2	3	1.86120889744	0.00687169478956
40	cxOnePoint	0.125	2	5	1.87119288099	0.00615681298392
40	cxOnePoint	0.125	2	7	1.87373497059	0.00590446401121
40	cxOnePoint	0.125	4	1	1.81921308452	0.0131889813152
40	cxOnePoint	0.125	4	3	1.85465022075	0.00849980248024
40	cxOnePoint	0.125	4	5	1.86853363602	0.00446305818744
40	cxOnePoint	0.125	4	7	1.86655939392	0.00719458289587
40	cxOnePoint	0.125	6	1	1.81687184672	0.0126578451248
40	cxOnePoint	0.125	6	3	1.85319054015	0.00354809812977
40	cxOnePoint	0.125	6	5	1.86514581049	0.00532757313129
40	cxOnePoint	0.125	6	7	1.86234938773	0.00712773706843
40	cxOnePoint	0.125	8	1	1.82379514756	0.013340863008
40	cxOnePoint	0.125	8	3	1.84381753593	0.00957096098176
40	cxOnePoint	0.125	8	5	1.85519691206	0.00379996778429
40	cxOnePoint	0.125	8	7	1.86293284824	0.00445496727382
40	cxOnePoint	0.15	2	1	1.83002808233	0.00862512912923
40	cxOnePoint	0.15	2	3	1.86098314275	0.00610238047228
40	cxOnePoint	0.15	2	5	1.86727824374	0.00729831167006
40	cxOnePoint	0.15	2	7	1.87432226678	0.00563334119711
40	cxOnePoint	0.15	4	1	1.81114314498	0.00816073671351
40	cxOnePoint	0.15	4	3	1.85734118615	0.00423202932988
40	cxOnePoint	0.15	4	5	1.86773069665	0.0061883732528
40	cxOnePoint	0.15	4	7	1.86422613314	0.00610391833116
40	cxOnePoint	0.15	6	1	1.81685139676	0.000997804526087
40	cxOnePoint	0.15	6	3	1.85430549248	0.00730107806275
40	cxOnePoint	0.15	6	5	1.86453122202	0.00683897035726
40	cxOnePoint	0.15	6	7	1.86630160821	0.00499974775195
40	cxOnePoint	0.15	8	1	1.81435772189	0.00839166789535
40	cxOnePoint	0.15	8	3	1.85836452933	0.00766924093901
40	cxOnePoint	0.15	8	5	1.86236571403	0.00480896211458
40	cxOnePoint	0.15	8	7	1.86380310735	0.00262919443908
40	cxOnePoint	0.175	2	1	1.8285192407	0.00572798844293
40	cxOnePoint	0.175	2	3	1.86259291697	0.0040087005947
40	cxOnePoint	0.175	2	5	1.86773488174	0.00801120513243
40	cxOnePoint	0.175	2	7	1.87673786534	0.00482510742091
40	cxOnePoint	0.175	4	1	1.82262330883	0.00528377513438
40	cxOnePoint	0.175	4	3	1.85533451447	0.00749350976528
40	cxOnePoint	0.175	4	5	1.87009798032	0.00395571385646
40	cxOnePoint	0.175	4	7	1.8708320365	0.00631841380442
40	cxOnePoint	0.175	6	1	1.81340748397	0.0184738875857
40	cxOnePoint	0.175	6	3	1.85811775337	0.00463864773141
40	cxOnePoint	0.175	6	5	1.86054444634	0.00502212465697
40	cxOnePoint	0.175	6	7	1.8639145209	0.00598247603099
40	cxOnePoint	0.175	8	1	1.82080794513	0.0158584669628
40	cxOnePoint	0.175	8	3	1.85540570043	0.00836898350191
40	cxOnePoint	0.175	8	5	1.86215712724	0.00638037852043
40	cxOnePoint	0.175	8	7	1.86710002883	0.00724180405115
40	cxOnePoint	0.2	2	1	1.83089523242	0.00649690534923
40	cxOnePoint	0.2	2	3	1.86649957206	0.0047734547073
40	cxOnePoint	0.2	2	5	1.86816631219	0.00307931192748
40	cxOnePoint	0.2	2	7	1.8781497476	0.00332535067512
40	cxOnePoint	0.2	4	1	1.82030110122	0.00698025757019
40	cxOnePoint	0.2	4	3	1.85636750131	0.00852746628022
40	cxOnePoint	0.2	4	5	1.86808301175	0.00649305449847
40	cxOnePoint	0.2	4	7	1.86867306884	0.00714806044158
40	cxOnePoint	0.2	6	1	1.82401429894	0.0149011364176
40	cxOnePoint	0.2	6	3	1.85477180253	0.0054551169666
40	cxOnePoint	0.2	6	5	1.86515733181	0.00587207621793
40	cxOnePoint	0.2	6	7	1.86595764927	0.00433940140211
40	cxOnePoint	0.2	8	1	1.82024310915	0.00540314946475
40	cxOnePoint	0.2	8	3	1.85860958598	0.00633504891811
40	cxOnePoint	0.2	8	5	1.86185882002	0.0084010791347
40	cxOnePoint	0.2	8	7	1.86793370647	0.00835064622429
40	cxTwoPoint	0.05	2	1	1.83056740989	0.00462711796508
40	cxTwoPoint	0.05	2	3	1.86594365953	0.00227233721764
40	cxTwoPoint	0.05	2	5	1.8685500004	0.00581265095457
40	cxTwoPoint	0.05	2	7	1.8712606677	0.00287804233469
40	cxTwoPoint	0.05	4	1	1.8170068808	0.00896781124928
40	cxTwoPoint	0.05	4	3	1.85629648087	0.00751143693366
40	cxTwoPoint	0.05	4	5	1.86697094593	0.0049059936535
40	cxTwoPoint	0.05	4	7	1.8698590716	0.00650874286527
40	cxTwoPoint	0.05	6	1	1.81551261359	0.00445748435202
40	cxTwoPoint	0.05	6	3	1.85932066944	0.00484500874315
40	cxTwoPoint	0.05	6	5	1.86072672034	0.00491220384086
40	cxTwoPoint	0.05	6	7	1.86651203776	0.00802387878513
40	cxTwoPoint	0.05	8	1	1.81763272617	0.00581953119996
40	cxTwoPoint	0.05	8	3	1.8550601624	0.00824619591272
40	cxTwoPoint	0.05	8	5	1.86215269645	0.00878543887512
40	cxTwoPoint	0.05	8	7	1.86811571811	0.00432426045799
40	cxTwoPoint	0.075	2	1	1.8378072337	0.00524506997446
40	cxTwoPoint	0.075	2	3	1.86780734051	0.00209703074387
40	cxTwoPoint	0.075	2	5	1.87226713606	0.00320850225285
40	cxTwoPoint	0.075	2	7	1.86886989153	0.00690511330051
40	cxTwoPoint	0.075	4	1	1.82898742068	0.0101573695045
40	cxTwoPoint	0.075	4	3	1.85721574247	0.00814338245084
40	cxTwoPoint	0.075	4	5	1.87184064644	0.00403123703863
40	cxTwoPoint	0.075	4	7	1.87055926087	0.00316554559157
40	cxTwoPoint	0.075	6	1	1.81843338871	0.00634951057425
40	cxTwoPoint	0.075	6	3	1.86001624301	0.00770715324419
40	cxTwoPoint	0.075	6	5	1.86761870447	0.0041742547242
40	cxTwoPoint	0.075	6	7	1.87063185303	0.00492905172231
40	cxTwoPoint	0.075	8	1	1.81210925281	0.00915006034316
40	cxTwoPoint	0.075	8	3	1.85536300567	0.00724345716286
40	cxTwoPoint	0.075	8	5	1.86111653257	0.00947327894228
40	cxTwoPoint	0.075	8	7	1.86158209556	0.0068301084936
40	cxTwoPoint	0.1	2	1	1.82679483251	0.00264132873255
40	cxTwoPoint	0.1	2	3	1.86830814982	0.00493021831817
40	cxTwoPoint	0.1	2	5	1.87010298469	0.00386416502535
40	cxTwoPoint	0.1	2	7	1.87512993901	0.00254705028514
40	cxTwoPoint	0.1	4	1	1.82716890558	0.00792764295599
40	cxTwoPoint	0.1	4	3	1.86159681122	0.00372112338088
40	cxTwoPoint	0.1	4	5	1.86632748432	0.00422767453179
40	cxTwoPoint	0.1	4	7	1.87384447272	0.00422487790604
40	cxTwoPoint	0.1	6	1	1.81215613959	0.00250430970467
40	cxTwoPoint	0.1	6	3	1.8625107011	0.0104117732138
40	cxTwoPoint	0.1	6	5	1.86440377962	0.00698100311388
40	cxTwoPoint	0.1	6	7	1.8729663215	0.00436437112351
40	cxTwoPoint	0.1	8	1	1.82254661731	0.020002523035
40	cxTwoPoint	0.1	8	3	1.84489256968	0.00770843785774
40	cxTwoPoint	0.1	8	5	1.86446767834	0.00525176584605
40	cxTwoPoint	0.1	8	7	1.86510966369	0.00326806505779
40	cxTwoPoint	0.125	2	1	1.8403966838	0.0062169254877
40	cxTwoPoint	0.125	2	3	1.86971718935	0.00500246870036
40	cxTwoPoint	0.125	2	5	1.87178739115	0.00500496103707
40	cxTwoPoint	0.125	2	7	1.87884465896	0.00238528708785
40	cxTwoPoint	0.125	4	1	1.82349892813	0.00931785938202
40	cxTwoPoint	0.125	4	3	1.86015086064	0.00466111939124
40	cxTwoPoint	0.125	4	5	1.86746957763	0.00537872456948
40	cxTwoPoint	0.125	4	7	1.87238879417	0.0045583047635
40	cxTwoPoint	0.125	6	1	1.8236610201	0.00713333674557
40	cxTwoPoint	0.125	6	3	1.85753451577	0.0030258901948
40	cxTwoPoint	0.125	6	5	1.86590029655	0.00598695612094
40	cxTwoPoint	0.125	6	7	1.87002389209	0.00411063693193
40	cxTwoPoint	0.125	8	1	1.81994357846	0.0115373768972
40	cxTwoPoint	0.125	8	3	1.85186281172	0.00766891611148
40	cxTwoPoint	0.125	8	5	1.86453641667	0.00492572535074
40	cxTwoPoint	0.125	8	7	1.86121403136	0.00813869825077
40	cxTwoPoint	0.15	2	1	1.83135337597	0.00738198726401
40	cxTwoPoint	0.15	2	3	1.86772845484	0.00517779728267
40	cxTwoPoint	0.15	2	5	1.87274963831	0.00197157818093
40	cxTwoPoint	0.15	2	7	1.87600738362	0.00219020223383
40	cxTwoPoint	0.15	4	1	1.8309819791	0.00770246676422
40	cxTwoPoint	0.15	4	3	1.85882242054	0.00394888124488
40	cxTwoPoint	0.15	4	5	1.87175246572	0.00540923344097
40	cxTwoPoint	0.15	4	7	1.87054478016	0.00591350961338
40	cxTwoPoint	0.15	6	1	1.8214659055	0.00982751293839
40	cxTwoPoint	0.15	6	3	1.85414654195	0.00415565999457
40	cxTwoPoint	0.15	6	5	1.87435894316	0.00280162621047
40	cxTwoPoint	0.15	6	7	1.86505101457	0.00182497359511
40	cxTwoPoint	0.15	8	1	1.81062379209	0.00685157359054
40	cxTwoPoint	0.15	8	3	1.85856934539	0.00639331225002
40	cxTwoPoint	0.15	8	5	1.85627865648	0.00457176427239
40	cxTwoPoint	0.15	8	7	1.86516950946	0.00351450857283
40	cxTwoPoint	0.175	2	1	1.8368303248	0.00466752822402
40	cxTwoPoint	0.175	2	3	1.86839931359	0.00675198244939
40	cxTwoPoint	0.175	2	5	1.87515871499	0.00425657549404
40	cxTwoPoint	0.175	2	7	1.87429309331	0.00530298496359
40	cxTwoPoint	0.175	4	1	1.82249292514	0.0022773244377
40	cxTwoPoint	0.175	4	3	1.8621341777	0.00377097906369
40	cxTwoPoint	0.175	4	5	1.8669747847	0.00743674942946
40	cxTwoPoint	0.175	4	7	1.87405614808	0.00682742915472
40	cxTwoPoint	0.175	6	1	1.81733978948	0.00847873308209
40	cxTwoPoint	0.175	6	3	1.85738148088	0.0051248209078
40	cxTwoPoint	0.175	6	5	1.86566828619	0.00776757137998
40	cxTwoPoint	0.175	6	7	1.86712424112	0.00641964346746
40	cxTwoPoint	0.175	8	1	1.81855129125	0.00961219016072
40	cxTwoPoint	0.175	8	3	1.85717879839	0.00738569105616
40	cxTwoPoint	0.175	8	5	1.86600362452	0.00615207035665
40	cxTwoPoint	0.175	8	7	1.86917270974	0.00398467585157
40	cxTwoPoint	0.2	2	1	1.83780104304	0.00428158856666
40	cxTwoPoint	0.2	2	3	1.86937734072	0.00423438583226
40	cxTwoPoint	0.2	2	5	1.87538159291	0.00501177754241
40	cxTwoPoint	0.2	2	7	1.88074175216	0.0041154681068
40	cxTwoPoint	0.2	4	1	1.82635662027	0.00634047004649
40	cxTwoPoint	0.2	4	3	1.86520673341	0.00656594278586
40	cxTwoPoint	0.2	4	5	1.86754277893	0.00289989211543
40	cxTwoPoint	0.2	4	7	1.87252461772	0.00341798955827
40	cxTwoPoint	0.2	6	1	1.8110738264	0.006067787013
40	cxTwoPoint	0.2	6	3	1.85500163189	0.00385124727699
40	cxTwoPoint	0.2	6	5	1.86320979249	0.00330446609638
40	cxTwoPoint	0.2	6	7	1.87320118209	0.00308068192941
40	cxTwoPoint	0.2	8	1	1.82221912469	0.00383505847158
40	cxTwoPoint	0.2	8	3	1.85388822904	0.00742488740502
40	cxTwoPoint	0.2	8	5	1.86214398201	0.00446464980806
40	cxTwoPoint	0.2	8	7	1.86731125492	0.00548517351713
40	cxUniform	0.05	2	1	1.83896655479	0.00432400913708
40	cxUniform	0.05	2	3	1.87111003368	0.00129827037414
40	cxUniform	0.05	2	5	1.88013915905	0.00181511654917
40	cxUniform	0.05	2	7	1.88263015927	0.00452670120852
40	cxUniform	0.05	4	1	1.8379901288	0.00341926367678
40	cxUniform	0.05	4	3	1.87205223762	0.00363988036307
40	cxUniform	0.05	4	5	1.87295606814	0.00187627822928
40	cxUniform	0.05	4	7	1.87838189231	0.00211486104676
40	cxUniform	0.05	6	1	1.83480634606	0.00321601937867
40	cxUniform	0.05	6	3	1.86797796308	0.00651702989368
40	cxUniform	0.05	6	5	1.87459930268	0.00233075809766
40	cxUniform	0.05	6	7	1.87736894002	0.00318191537554
40	cxUniform	0.05	8	1	1.83044969935	0.00657429776823
40	cxUniform	0.05	8	3	1.86953031689	0.00405379945286
40	cxUniform	0.05	8	5	1.87092038849	0.00383790760383
40	cxUniform	0.05	8	7	1.87577009974	0.00367392874838
40	cxUniform	0.075	2	1	1.84558780314	0.00537882399596
40	cxUniform	0.075	2	3	1.872418663	0.00283645048047
40	cxUniform	0.075	2	5	1.8781960866	0.00261174841729
40	cxUniform	0.075	2	7	1.87966632126	0.00230240196304
40	cxUniform	0.075	4	1	1.84420217989	0.00731389717744
40	cxUniform	0.075	4	3	1.87243948973	0.00453834495855
40	cxUniform	0.075	4	5	1.87712918383	0.00231046438333
40	cxUniform	0.075	4	7	1.8788898793	0.000571787223254
40	cxUniform	0.075	6	1	1.83363299966	0.00489663526956
40	cxUniform	0.075	6	3	1.86961347811	0.00398740415188
40	cxUniform	0.075	6	5	1.87606957539	0.00337167050998
40	cxUniform	0.075	6	7	1.8794230328	0.00305020877678
40	cxUniform	0.075	8	1	1.83003948646	0.00581064975266
40	cxUniform	0.075	8	3	1.86979051199	0.00228405245298
40	cxUniform	0.075	8	5	1.87171157174	0.00323493220354
40	cxUniform	0.075	8	7	1.87433623816	0.00273627189919
40	cxUniform	0.1	2	1	1.84627977556	0.00770528953064
40	cxUniform	0.1	2	3	1.87403563822	0.0041758903465
40	cxUniform	0.1	2	5	1.87919158639	0.00262562114168
40	cxUniform	0.1	2	7	1.88007847082	0.00456703666447
40	cxUniform	0.1	4	1	1.84521791213	0.00432948377566
40	cxUniform	0.1	4	3	1.87301904794	0.00653296377786
40	cxUniform	0.1	4	5	1.87685419602	0.00143825213604
40	cxUniform	0.1	4	7	1.88049650035	0.00183339671145
40	cxUniform	0.1	6	1	1.83740881646	0.0051816683117
40	cxUniform	0.1	6	3	1.8674636823	0.00317641387596
40	cxUniform	0.1	6	5	1.87697696454	0.0032755260727
40	cxUniform	0.1	6	7	1.87993400694	0.00364656350236
40	cxUniform	0.1	8	1	1.83473237409	0.00133969832226
40	cxUniform	0.1	8	3	1.86994534091	0.00501145042442
