mean_1	cx	mut_pb	t_size	k	avg_val	std_val
20	cxOnePoint	0.175	6	3	1.86000644107	0.00777141050214
20	cxOnePoint	0.175	6	5	1.86606250813	0.00729530149761
20	cxOnePoint	0.175	6	7	1.87201749411	0.00468033221404
20	cxOnePoint	0.175	8	1	1.82068138403	0.00373464059257
20	cxOnePoint	0.175	8	3	1.85307210621	0.00695541704211
20	cxOnePoint	0.175	8	5	1.86647010052	0.0103180128827
20	cxOnePoint	0.175	8	7	1.87268321212	0.002117491802
20	cxOnePoint	0.2	2	1	1.83655296962	0.0158902999276
20	cxOnePoint	0.2	2	3	1.86660434117	0.00270952295494
20	cxOnePoint	0.2	2	5	1.87585744513	0.0012179844366
20	cxOnePoint	0.2	2	7	1.87929140948	0.00658762726455
20	cxOnePoint	0.2	4	1	1.82866238152	0.0076474536355
20	cxOnePoint	0.2	4	3	1.86144200975	0.00426695621223
20	cxOnePoint	0.2	4	5	1.87205756599	0.00678236987754
20	cxOnePoint	0.2	4	7	1.87499119993	0.00718358051241
20	cxOnePoint	0.2	6	1	1.82536748925	0.00569155812201
20	cxOnePoint	0.2	6	3	1.85867589303	0.00901417603737
20	cxOnePoint	0.2	6	5	1.87089542903	0.00240736138736
20	cxOnePoint	0.2	6	7	1.87229251058	0.00227083605056
20	cxOnePoint	0.2	8	1	1.82530609222	0.0114739201774
20	cxOnePoint	0.2	8	3	1.86186840491	0.00973562980673
20	cxOnePoint	0.2	8	5	1.86669105947	0.00372747399951
20	cxOnePoint	0.2	8	7	1.87013629333	0.00527805782205
20	cxTwoPoint	0.05	2	1	1.83256509445	0.00692752361716
20	cxTwoPoint	0.05	2	3	1.86707180971	0.00488324459004
20	cxTwoPoint	0.05	2	5	1.87456106851	0.00217178515527
20	cxTwoPoint	0.05	2	7	1.87238094179	0.00454570641998
20	cxTwoPoint	0.05	4	1	1.82187488681	0.00872822640031
20	cxTwoPoint	0.05	4	3	1.8615346306	0.00576815370031
20	cxTwoPoint	0.05	4	5	1.87034839899	0.00513384509881
20	cxTwoPoint	0.05	4	7	1.87090084536	0.00420132410472
20	cxTwoPoint	0.05	6	1	1.81359863754	0.0135395899673
20	cxTwoPoint	0.05	6	3	1.85581946718	0.0107908289552
20	cxTwoPoint	0.05	6	5	1.86950045726	0.00543034302746
20	cxTwoPoint	0.05	6	7	1.87402522452	0.00747498778516
20	cxTwoPoint	0.05	8	1	1.81498010179	0.00783100399959
20	cxTwoPoint	0.05	8	3	1.85929387999	0.00438677188069
20	cxTwoPoint	0.05	8	5	1.85981228036	0.0072639470389
20	cxTwoPoint	0.05	8	7	1.86741932515	0.0114498237262
20	cxTwoPoint	0.075	2	1	1.8329599733	0.00718134251121
20	cxTwoPoint	0.075	2	3	1.86988425621	0.00628899587898
20	cxTwoPoint	0.075	2	5	1.87407266191	0.00558199330166
20	cxTwoPoint	0.075	2	7	1.8798501103	0.00232408492086
20	cxTwoPoint	0.075	4	1	1.82808678544	0.0056618902717
20	cxTwoPoint	0.075	4	3	1.86107008328	0.0041821540429
20	cxTwoPoint	0.075	4	5	1.87172230225	0.000893204566865
20	cxTwoPoint	0.075	4	7	1.87101510731	0.00857020684659
20	cxTwoPoint	0.075	6	1	1.82940923931	0.00784667766447
20	cxTwoPoint	0.075	6	3	1.8643420858	0.00824203922306
20	cxTwoPoint	0.075	6	5	1.86421816198	0.00703336623691
20	cxTwoPoint	0.075	6	7	1.87862357421	0.00533360019005
20	cxTwoPoint	0.075	8	1	1.81902693067	0.0056967091051
20	cxTwoPoint	0.075	8	3	1.85857560769	0.00569896785318
20	cxTwoPoint	0.075	8	5	1.87054858384	0.0142976510845
20	cxTwoPoint	0.075	8	7	1.87419675328	0.0058513729204
20	cxTwoPoint	0.1	2	1	1.83741297728	0.00454761355973
20	cxTwoPoint	0.1	2	3	1.87106480722	0.0070721771863
20	cxTwoPoint	0.1	2	5	1.87754445392	0.00177050446495
20	cxTwoPoint	0.1	2	7	1.88145874931	0.00368677981011
20	cxTwoPoint	0.1	4	1	1.82868109799	0.00228079935736
20	cxTwoPoint	0.1	4	3	1.86063669435	0.00723483779563
20	cxTwoPoint	0.1	4	5	1.87486328713	0.00671656034413
20	cxTwoPoint	0.1	4	7	1.8751286511	0.0039665908514
20	cxTwoPoint	0.1	6	1	1.82083214853	0.0190959128252
20	cxTwoPoint	0.1	6	3	1.86417183047	0.00437875253186
20	cxTwoPoint	0.1	6	5	1.87193964699	0.00713514082535
20	cxTwoPoint	0.1	6	7	1.87797401887	0.00506176611982
20	cxTwoPoint	0.1	8	1	1.82265260241	0.00442285927323
20	cxTwoPoint	0.1	8	3	1.85930988894	0.00543729185365
20	cxTwoPoint	0.1	8	5	1.8642302435	0.00699555208129
20	cxTwoPoint	0.1	8	7	1.87652784753	0.00774662867112
20	cxTwoPoint	0.125	2	1	1.83482103107	0.00955592021871
20	cxTwoPoint	0.125	2	3	1.86746314288	0.00468875554963
20	cxTwoPoint	0.125	2	5	1.87066711404	0.00446102883531
20	cxTwoPoint	0.125	2	7	1.88092749387	0.00680097283322
20	cxTwoPoint	0.125	4	1	1.82659430579	0.0101354091185
20	cxTwoPoint	0.125	4	3	1.86451262492	0.00387902174185
20	cxTwoPoint	0.125	4	5	1.87209650618	0.00319134844103
20	cxTwoPoint	0.125	4	7	1.87366978781	0.00427692047867
20	cxTwoPoint	0.125	6	1	1.82879571784	0.00793408679938
20	cxTwoPoint	0.125	6	3	1.86113523213	0.00853103557107
20	cxTwoPoint	0.125	6	5	1.87006917513	0.00224898274349
20	cxTwoPoint	0.125	6	7	1.86981242415	0.00125282041445
20	cxTwoPoint	0.125	8	1	1.8276692733	0.00618449695133
20	cxTwoPoint	0.125	8	3	1.86172554866	0.0088627565518
20	cxTwoPoint	0.125	8	5	1.8623315325	0.00512785688931
20	cxTwoPoint	0.125	8	7	1.86312348084	0.00761228403419
20	cxTwoPoint	0.15	2	1	1.83814778672	0.00660135675028
20	cxTwoPoint	0.15	2	3	1.87434895543	0.00922110627295
20	cxTwoPoint	0.15	2	5	1.87834365207	0.00589001349188
20	cxTwoPoint	0.15	2	7	1.87919067556	0.00166608017618
20	cxTwoPoint	0.15	4	1	1.83178001103	0.00456907537489
20	cxTwoPoint	0.15	4	3	1.86723913637	0.00645916298799
20	cxTwoPoint	0.15	4	5	1.87127587237	0.00702021264802
20	cxTwoPoint	0.15	4	7	1.87480191472	0.00299229914046
20	cxTwoPoint	0.15	6	1	1.81848826333	0.0120018221266
20	cxTwoPoint	0.15	6	3	1.86533946553	0.00581094457654
20	cxTwoPoint	0.15	6	5	1.86896179541	0.004339957228
20	cxTwoPoint	0.15	6	7	1.87410086047	0.00480486754426
20	cxTwoPoint	0.15	8	1	1.82977285429	0.00780832187545
20	cxTwoPoint	0.15	8	3	1.86269817015	0.00945680658231
20	cxTwoPoint	0.15	8	5	1.8693294153	0.00484785724415
20	cxTwoPoint	0.15	8	7	1.86817381589	0.00340507174024
20	cxTwoPoint	0.175	2	1	1.83766496638	0.00517917655608
20	cxTwoPoint	0.175	2	3	1.87172125915	0.00509948863323
20	cxTwoPoint	0.175	2	5	1.87596052803	0.00387362703023
20	cxTwoPoint	0.175	2	7	1.88256376286	0.00368123348556
20	cxTwoPoint	0.175	4	1	1.83044874393	0.00911519404347
20	cxTwoPoint	0.175	4	3	1.86147200136	0.00294031843034
20	cxTwoPoint	0.175	4	5	1.87222842341	0.00265375714573
20	cxTwoPoint	0.175	4	7	1.87437168104	0.00391391273569
20	cxTwoPoint	0.175	6	1	1.82687360788	0.00668860503219
20	cxTwoPoint	0.175	6	3	1.86150078593	0.00602530360825
20	cxTwoPoint	0.175	6	5	1.86854720325	0.00433540857627
20	cxTwoPoint	0.175	6	7	1.87642321134	0.0029203123403
20	cxTwoPoint	0.175	8	1	1.82129795185	0.00409640149677
20	cxTwoPoint	0.175	8	3	1.85486272496	0.00861159152737
20	cxTwoPoint	0.175	8	5	1.86888100285	0.00533102889862
20	cxTwoPoint	0.175	8	7	1.87702010255	0.00340988380518
20	cxTwoPoint	0.2	2	1	1.8432386407	0.00860125918462
20	cxTwoPoint	0.2	2	3	1.86930890397	0.00748224281671
20	cxTwoPoint	0.2	2	5	1.87451354054	0.00129615647638
20	cxTwoPoint	0.2	2	7	1.87982764709	0.00162265800644
20	cxTwoPoint	0.2	4	1	1.82365563157	0.00402598321093
20	cxTwoPoint	0.2	4	3	1.86054386806	0.00837371603976
20	cxTwoPoint	0.2	4	5	1.87138622468	0.00644074219384
20	cxTwoPoint	0.2	4	7	1.87920245931	0.0104059324727
20	cxTwoPoint	0.2	6	1	1.82229091551	0.00974151692208
20	cxTwoPoint	0.2	6	3	1.85972202047	0.00819204549872
20	cxTwoPoint	0.2	6	5	1.86692737035	0.0059915976926
20	cxTwoPoint	0.2	6	7	1.874839734	0.00220119814343
20	cxTwoPoint	0.2	8	1	1.8250268543	0.0128314142925
20	cxTwoPoint	0.2	8	3	1.860286286	0.00491336550869
20	cxTwoPoint	0.2	8	5	1.86738619468	0.00199482314923
20	cxTwoPoint	0.2	8	7	1.87050401713	0.00334558971732
20	cxUniform	0.05	2	1	1.84622290998	0.00424574836848
20	cxUniform	0.05	2	3	1.87409666967	0.00358280322173
20	cxUniform	0.05	2	5	1.88001550783	0.00102471189707
20	cxUniform	0.05	2	7	1.88114348576	0.00402880469945
20	cxUniform	0.05	4	1	1.83653255914	0.00819858272599
20	cxUniform	0.05	4	3	1.87005804836	0.00422597086553
20	cxUniform	0.05	4	5	1.88070174628	0.0069952460639
20	cxUniform	0.05	4	7	1.88323360269	0.00225246382194
20	cxUniform	0.05	6	1	1.84376274079	0.00651745173636
20	cxUniform	0.05	6	3	1.87180446338	0.00390309333035
20	cxUniform	0.05	6	5	1.8782323398	0.00298857777315
20	cxUniform	0.05	6	7	1.88201623553	0.00436475722703
20	cxUniform	0.05	8	1	1.83029045239	0.00543008930754
20	cxUniform	0.05	8	3	1.8653205618	0.00631783691992
20	cxUniform	0.05	8	5	1.8788138894	0.00318193922294
20	cxUniform	0.05	8	7	1.87418099642	0.00307255334672
20	cxUniform	0.075	2	1	1.843634499	0.00318111403833
20	cxUniform	0.075	2	3	1.87308870032	0.00221145886259
20	cxUniform	0.075	2	5	1.88047549617	0.00195454470279
20	cxUniform	0.075	2	7	1.88516292006	0.00204850502749
20	cxUniform	0.075	4	1	1.83711855773	0.00647868141553
20	cxUniform	0.075	4	3	1.87366039896	0.00440159719925
20	cxUniform	0.075	4	5	1.8820838273	0.00529901484931
20	cxUniform	0.075	4	7	1.88082244443	0.00504854586298
20	cxUniform	0.075	6	1	1.8357980813	0.00699641046861
20	cxUniform	0.075	6	3	1.86909412872	0.00278050428811
20	cxUniform	0.075	6	5	1.87764436666	0.00152478764791
20	cxUniform	0.075	6	7	1.88087190453	0.00306796936519
20	cxUniform	0.075	8	1	1.83776214619	0.00740620551836
20	cxUniform	0.075	8	3	1.86625446747	0.00375539747845
20	cxUniform	0.075	8	5	1.87198678174	0.0071981260692
20	cxUniform	0.075	8	7	1.87672490846	0.00337181812778
20	cxUniform	0.1	2	1	1.84597437432	0.00653113720827
20	cxUniform	0.1	2	3	1.87531721081	0.0027703030639
20	cxUniform	0.1	2	5	1.88028881321	0.00357058896336
20	cxUniform	0.1	2	7	1.8811484686	0.00423748739103
20	cxUniform	0.1	4	1	1.8378357681	0.00387616450507
20	cxUniform	0.1	4	3	1.87066896219	0.00291394699546
20	cxUniform	0.1	4	5	1.8774366911	0.000871622808154
20	cxUniform	0.1	4	7	1.88175333403	0.00412817867307
20	cxUniform	0.1	6	1	1.84035378819	0.00976608819794
20	cxUniform	0.1	6	3	1.868894202	0.00225587776119
20	cxUniform	0.1	6	5	1.87563201189	0.00480328464101
20	cxUniform	0.1	6	7	1.87576427066	0.00767692348955
20	cxUniform	0.1	8	1	1.83276139878	0.005632408456
20	cxUniform	0.1	8	3	1.86189787121	0.00440703046691
20	cxUniform	0.1	8	5	1.87465669849	0.0041289367537
20	cxUniform	0.1	8	7	1.8782863859	0.0021201366972
20	cxUniform	0.125	2	1	1.84375675152	0.00466276393888
20	cxUniform	0.125	2	3	1.87502546704	0.00531082453236
20	cxUniform	0.125	2	5	1.879803089	0.00376496469689
20	cxUniform	0.125	2	7	1.88771400212	0.00597356530212
20	cxUniform	0.125	4	1	1.83921282954	0.00347814747355
20	cxUniform	0.125	4	3	1.87322317252	0.00407089436496
20	cxUniform	0.125	4	5	1.87959529096	0.00619996485366
20	cxUniform	0.125	4	7	1.88363975317	0.00210006527407
20	cxUniform	0.125	6	1	1.83919859379	0.010750109341
20	cxUniform	0.125	6	3	1.87329085505	0.00166335724658
20	cxUniform	0.125	6	5	1.87690080648	0.00437098121935
20	cxUniform	0.125	6	7	1.8798264818	0.00303770536344
20	cxUniform	0.125	8	1	1.82357478408	0.00740488068311
20	cxUniform	0.125	8	3	1.86599875464	0.00429277709693
20	cxUniform	0.125	8	5	1.87357210272	0.00257977389468
20	cxUniform	0.125	8	7	1.87876689202	0.00455953146668
20	cxUniform	0.15	2	1	1.84859110741	0.00399598516662
20	cxUniform	0.15	2	3	1.87475830871	0.0020734969544
20	cxUniform	0.15	2	5	1.8797555	0.0032241408568
20	cxUniform	0.15	2	7	1.88571204979	0.00169928208855
20	cxUniform	0.15	4	1	1.84234966554	0.00725870635645
20	cxUniform	0.15	4	3	1.87211780534	0.00290404512846
20	cxUniform	0.15	4	5	1.88183934289	0.00393399141779
20	cxUniform	0.15	4	7	1.88182524314	0.00411488335535
20	cxUniform	0.15	6	1	1.84197206923	0.00285025054619
20	cxUniform	0.15	6	3	1.87186031517	0.00357005554344
20	cxUniform	0.15	6	5	1.87865577689	0.00304965861393
20	cxUniform	0.15	6	7	1.87844907034	0.00379878509254
20	cxUniform	0.15	8	1	1.83418737053	0.00529351519759
20	cxUniform	0.15	8	3	1.86814359139	0.00245990223501
20	cxUniform	0.15	8	5	1.87509334209	0.00206097130286
20	cxUniform	0.15	8	7	1.88228714862	0.00565212290292
20	cxUniform	0.175	2	1	1.84681836905	0.00602304020084
20	cxUniform	0.175	2	3	1.87907700701	0.00174222280777
20	cxUniform	0.175	2	5	1.88042142719	0.00263955744433
20	cxUniform	0.175	2	7	1.8845573355	0.00217841575071
20	cxUniform	0.175	4	1	1.84363593811	0.00643910750534
20	cxUniform	0.175	4	3	1.87252529542	0.0042793700783
20	cxUniform	0.175	4	5	1.87938612897	0.00336469086566
20	cxUniform	0.175	4	7	1.88109991709	0.00296860959871
20	cxUniform	0.175	6	1	1.84186907003	0.0083152077052
20	cxUniform	0.175	6	3	1.87086196155	0.00340220546889
20	cxUniform	0.175	6	5	1.87864120024	0.00246724352052
20	cxUniform	0.175	6	7	1.88464199093	0.00258094176951
20	cxUniform	0.175	8	1	1.83729230567	0.00560602918751
20	cxUniform	0.175	8	3	1.86777156134	0.00414140805558
20	cxUniform	0.175	8	5	1.87730480327	0.00280256659447
20	cxUniform	0.175	8	7	1.87689941223	0.00312791493984
20	cxUniform	0.2	2	1	1.84803013492	0.00638501442023
20	cxUniform	0.2	2	3	1.87796217948	0.00245432626503
20	cxUniform	0.2	2	5	1.88007078892	0.0024199014445
20	cxUniform	0.2	2	7	1.88424996406	0.0044139750456
20	cxUniform	0.2	4	1	1.845025143	0.00413722589346
20	cxUniform	0.2	4	3	1.87218431321	0.00445962073555
20	cxUniform	0.2	4	5	1.88089315996	0.00430576120686
20	cxUniform	0.2	4	7	1.88379531453	0.00324750219782
20	cxUniform	0.2	6	1	1.83538820296	0.0049859268077
20	cxUniform	0.2	6	3	1.87107661873	0.00771472067047
20	cxUniform	0.2	6	5	1.87762550189	0.00123535784761
20	cxUniform	0.2	6	7	1.8816764966	0.0029888210239
20	cxUniform	0.2	8	1	1.832309275	0.00642332592564
20	cxUniform	0.2	8	3	1.86365765428	0.00293763978352
20	cxUniform	0.2	8	5	1.87512556568	0.0049781614109
20	cxUniform	0.2	8	7	1.87876492563	0.00348767652616
30	cxOnePoint	0.05	2	1	1.82695116258	0.00269824433729
30	cxOnePoint	0.05	2	3	1.85919773499	0.00524137265005
30	cxOnePoint	0.05	2	5	1.86377383379	0.00406113789211
30	cxOnePoint	0.05	2	7	1.87193771374	0.00413987466164
30	cxOnePoint	0.05	4	1	1.81773784174	0.00853109470732
30	cxOnePoint	0.05	4	3	1.85549739492	0.00744262707565
30	cxOnePoint	0.05	4	5	1.86536425113	0.00333772792659
30	cxOnePoint	0.05	4	7	1.86830707072	0.00512846228307
30	cxOnePoint	0.05	6	1	1.82620668073	0.0103630367318
30	cxOnePoint	0.05	6	3	1.85684811884	0.0039206145338
30	cxOnePoint	0.05	6	5	1.85905548392	0.00385780452679
30	cxOnePoint	0.05	6	7	1.86897795905	0.00537055493928
30	cxOnePoint	0.05	8	1	1.79896437319	0.00933049892957
30	cxOnePoint	0.05	8	3	1.85176929064	0.00436842611047
30	cxOnePoint	0.05	8	5	1.86420700087	0.00608167723474
30	cxOnePoint	0.05	8	7	1.86564756566	0.00500634529736
30	cxOnePoint	0.075	2	1	1.8260582436	0.00643542384185
30	cxOnePoint	0.075	2	3	1.85937012831	0.00546144400858
30	cxOnePoint	0.075	2	5	1.87130822057	0.00468140651865
30	cxOnePoint	0.075	2	7	1.87268639972	0.00624173655404
30	cxOnePoint	0.075	4	1	1.83095725631	0.00710844461535
30	cxOnePoint	0.075	4	3	1.85936212234	0.00676044967503
30	cxOnePoint	0.075	4	5	1.86539053319	0.00656970050445
30	cxOnePoint	0.075	4	7	1.86570655552	0.00249737252885
30	cxOnePoint	0.075	6	1	1.81633582441	0.013659479547
30	cxOnePoint	0.075	6	3	1.85811016458	0.00548540540004
30	cxOnePoint	0.075	6	5	1.86799195971	0.0039941481623
30	cxOnePoint	0.075	6	7	1.87000497602	0.00633946512736
30	cxOnePoint	0.075	8	1	1.81065972335	0.019638962465
30	cxOnePoint	0.075	8	3	1.85676386775	0.00681711670007
30	cxOnePoint	0.075	8	5	1.86169259387	0.00570733175612
30	cxOnePoint	0.075	8	7	1.86749306224	0.00401155735941
30	cxOnePoint	0.1	2	1	1.83354052171	0.00586573063801
30	cxOnePoint	0.1	2	3	1.86324205871	0.0053096041396
30	cxOnePoint	0.1	2	5	1.87149594967	0.00643680325932
30	cxOnePoint	0.1	2	7	1.87322173549	0.00713121053298
30	cxOnePoint	0.1	4	1	1.82206005292	0.0126244651924
30	cxOnePoint	0.1	4	3	1.85996526151	0.0068734019036
30	cxOnePoint	0.1	4	5	1.87171924687	0.00606310977919
30	cxOnePoint	0.1	4	7	1.86884110548	0.00892664375267
30	cxOnePoint	0.1	6	1	1.81891151214	0.00362178422538
30	cxOnePoint	0.1	6	3	1.85308659095	0.01140103844
30	cxOnePoint	0.1	6	5	1.86182826508	0.00603413022979
30	cxOnePoint	0.1	6	7	1.86742617321	0.00769434602367
30	cxOnePoint	0.1	8	1	1.81062184962	0.0159109117967
30	cxOnePoint	0.1	8	3	1.86105396028	0.00568345162651
30	cxOnePoint	0.1	8	5	1.86724234053	0.00665843826376
30	cxOnePoint	0.1	8	7	1.86667746089	0.00624205490417
30	cxOnePoint	0.125	2	1	1.82886550252	0.00342127848693
30	cxOnePoint	0.125	2	3	1.86738109638	0.00358420844398
30	cxOnePoint	0.125	2	5	1.86949490714	0.00681950788408
30	cxOnePoint	0.125	2	7	1.87550545503	0.00428253115495
30	cxOnePoint	0.125	4	1	1.81928168031	0.0120533611366
30	cxOnePoint	0.125	4	3	1.86189412364	0.0103613268176
30	cxOnePoint	0.125	4	5	1.87008675674	0.00631940758991
30	cxOnePoint	0.125	4	7	1.87227841754	0.00693310230252
30	cxOnePoint	0.125	6	1	1.82306065929	0.0105113543319
30	cxOnePoint	0.125	6	3	1.86044451278	0.00645814852716
30	cxOnePoint	0.125	6	5	1.86614487888	0.00430879328848
30	cxOnePoint	0.125	6	7	1.86880026779	0.00486370439234
30	cxOnePoint	0.125	8	1	1.82064297394	0.00849590390773
30	cxOnePoint	0.125	8	3	1.85738706941	0.0113216387228
30	cxOnePoint	0.125	8	5	1.86782404333	0.00634344860586
30	cxOnePoint	0.125	8	7	1.87077104625	0.00636825123767
30	cxOnePoint	0.15	2	1	1.82155223664	0.00908095060483
30	cxOnePoint	0.15	2	3	1.86249232178	0.00428767259894
30	cxOnePoint	0.15	2	5	1.87434436349	0.0032051366571
30	cxOnePoint	0.15	2	7	1.87356201707	0.00390977094035
30	cxOnePoint	0.15	4	1	1.82909968079	0.0110452824805
30	cxOnePoint	0.15	4	3	1.86304582674	0.00345562659727
30	cxOnePoint	0.15	4	5	1.86768889428	0.00530572226963
30	cxOnePoint	0.15	4	7	1.86943871283	0.00230598250595
30	cxOnePoint	0.15	6	1	1.81344967665	0.00870135987134
30	cxOnePoint	0.15	6	3	1.85846971868	0.00560734264012
30	cxOnePoint	0.15	6	5	1.86727081148	0.00210429403932
30	cxOnePoint	0.15	6	7	1.87208002572	0.00876972012176
30	cxOnePoint	0.15	8	1	1.80595398008	0.00995399587976
30	cxOnePoint	0.15	8	3	1.85362682682	0.0071305455785
30	cxOnePoint	0.15	8	5	1.86382344053	0.00938564619865
30	cxOnePoint	0.15	8	7	1.871199667	0.00646360557857
30	cxOnePoint	0.175	2	1	1.83022611921	0.00929942642959
30	cxOnePoint	0.175	2	3	1.86745795493	0.0064979616395
30	cxOnePoint	0.175	2	5	1.8725063216	0.0018684671623
30	cxOnePoint	0.175	2	7	1.87637573697	0.00678719757473
30	cxOnePoint	0.175	4	1	1.82246439334	0.00483064403117
30	cxOnePoint	0.175	4	3	1.85816350812	0.00806119597505
30	cxOnePoint	0.175	4	5	1.86885980565	0.00576628104108
30	cxOnePoint	0.175	4	7	1.87078562348	0.00471301631006
30	cxOnePoint	0.175	6	1	1.82344731897	0.0111923898811
30	cxOnePoint	0.175	6	3	1.8525031392	0.00343837561941
30	cxOnePoint	0.175	6	5	1.86591564214	0.00791198613012
30	cxOnePoint	0.175	6	7	1.8663041108	0.00798042514543
30	cxOnePoint	0.175	8	1	1.81561567651	0.00630549266517
30	cxOnePoint	0.175	8	3	1.85920361748	0.00530353939989
30	cxOnePoint	0.175	8	5	1.86811291861	0.00423068976014
30	cxOnePoint	0.175	8	7	1.86341364387	0.002376553392
30	cxOnePoint	0.2	2	1	1.82978184308	0.00855007168081
30	cxOnePoint	0.2	2	3	1.86431042101	0.00188563275083
30	cxOnePoint	0.2	2	5	1.87225483085	0.00198749886037
30	cxOnePoint	0.2	2	7	1.88081712108	0.00439264987168
30	cxOnePoint	0.2	4	1	1.82683026697	0.00582974768742
30	cxOnePoint	0.2	4	3	1.86724693151	0.00237469006761
30	cxOnePoint	0.2	4	5	1.87239824258	0.00393743873202
30	cxOnePoint	0.2	4	7	1.87472708158	0.00276724876234
30	cxOnePoint	0.2	6	1	1.82259970137	0.00728639243409
30	cxOnePoint	0.2	6	3	1.86506858912	0.0050388149146
30	cxOnePoint	0.2	6	5	1.87123370521	0.00409519671177
30	cxOnePoint	0.2	6	7	1.86738627915	0.0050149656061
30	cxOnePoint	0.2	8	1	1.81487450612	0.0129921080896
30	cxOnePoint	0.2	8	3	1.85566897419	0.0101039521019
30	cxOnePoint	0.2	8	5	1.86849167498	0.0111321406776
30	cxOnePoint	0.2	8	7	1.87655296097	0.00616623364252
30	cxTwoPoint	0.05	2	1	1.82993768685	0.0066501049374
30	cxTwoPoint	0.05	2	3	1.86479164973	0.00579537886099
30	cxTwoPoint	0.05	2	5	1.87357324536	0.00488353256629
30	cxTwoPoint	0.05	2	7	1.87773047342	0.00445967802572
30	cxTwoPoint	0.05	4	1	1.81495071701	0.00843714559619
30	cxTwoPoint	0.05	4	3	1.86125749746	0.00877528112967
30	cxTwoPoint	0.05	4	5	1.86611254936	0.00423638093652
30	cxTwoPoint	0.05	4	7	1.86883328469	0.00715045668454
30	cxTwoPoint	0.05	6	1	1.82179515133	0.00939693650952
30	cxTwoPoint	0.05	6	3	1.86186335858	0.00493864356388
30	cxTwoPoint	0.05	6	5	1.86342918907	0.0105594290008
30	cxTwoPoint	0.05	6	7	1.87052691684	0.00648389824479
30	cxTwoPoint	0.05	8	1	1.81974690015	0.0101810189697
30	cxTwoPoint	0.05	8	3	1.86146179487	0.00332273412611
30	cxTwoPoint	0.05	8	5	1.86639996342	0.00260651205468
30	cxTwoPoint	0.05	8	7	1.86906363499	0.00584188971171
30	cxTwoPoint	0.075	2	1	1.83449180066	0.00518015329758
30	cxTwoPoint	0.075	2	3	1.86933061553	0.00365237739073
30	cxTwoPoint	0.075	2	5	1.87295354487	0.00287671577981
30	cxTwoPoint	0.075	2	7	1.87641904456	0.00484092289719
30	cxTwoPoint	0.075	4	1	1.82682652022	0.0121334999681
30	cxTwoPoint	0.075	4	3	1.85928246159	0.00561032531754
30	cxTwoPoint	0.075	4	5	1.87222321868	0.00449400897864
30	cxTwoPoint	0.075	4	7	1.87112441086	0.002233281148
30	cxTwoPoint	0.075	6	1	1.82261527565	0.00569551121233
30	cxTwoPoint	0.075	6	3	1.85740462447	0.00645442473989
30	cxTwoPoint	0.075	6	5	1.86567432671	0.00223242149463
30	cxTwoPoint	0.075	6	7	1.87174986149	0.0022648427272
30	cxTwoPoint	0.075	8	1	1.8053868958	0.0136754865713
30	cxTwoPoint	0.075	8	3	1.85760895037	0.00190737316315
30	cxTwoPoint	0.075	8	5	1.86463210631	0.00507990671379
30	cxTwoPoint	0.075	8	7	1.86867199078	0.00657087426152
30	cxTwoPoint	0.1	2	1	1.83283002451	0.00666481491478
30	cxTwoPoint	0.1	2	3	1.86881282973	0.00166596414757
30	cxTwoPoint	0.1	2	5	1.87189753163	0.00137192401109
30	cxTwoPoint	0.1	2	7	1.88010695178	0.00137283314471
30	cxTwoPoint	0.1	4	1	1.82249797685	0.00211604600734
30	cxTwoPoint	0.1	4	3	1.85900867183	0.00752726007895
30	cxTwoPoint	0.1	4	5	1.86734604162	0.00337060388592
30	cxTwoPoint	0.1	4	7	1.87469010811	0.00336534566826
30	cxTwoPoint	0.1	6	1	1.82717256779	0.0117612014162
30	cxTwoPoint	0.1	6	3	1.85934260316	0.0089503964369
30	cxTwoPoint	0.1	6	5	1.86564650529	0.00790874878473
30	cxTwoPoint	0.1	6	7	1.87111366136	0.00459441030768
30	cxTwoPoint	0.1	8	1	1.81747480195	0.00850105441409
30	cxTwoPoint	0.1	8	3	1.85457636518	0.00377008357696
30	cxTwoPoint	0.1	8	5	1.86357747976	0.00656355993908
30	cxTwoPoint	0.1	8	7	1.86899554137	0.00708916850428
30	cxTwoPoint	0.125	2	1	1.83093022143	0.00768871086592
30	cxTwoPoint	0.125	2	3	1.86584740022	0.00296400410263
30	cxTwoPoint	0.125	2	5	1.87347064943	0.00508022966109
30	cxTwoPoint	0.125	2	7	1.87903659357	0.00370728511687
30	cxTwoPoint	0.125	4	1	1.82460869473	0.0141442205984
30	cxTwoPoint	0.125	4	3	1.86170517699	0.00266942041957
30	cxTwoPoint	0.125	4	5	1.87166400245	0.00296131266313
30	cxTwoPoint	0.125	4	7	1.87223161057	0.00259424998403
30	cxTwoPoint	0.125	6	1	1.81956393534	0.00376007144092
30	cxTwoPoint	0.125	6	3	1.85918914202	0.00421130344503
30	cxTwoPoint	0.125	6	5	1.86731188066	0.00716504042828
30	cxTwoPoint	0.125	6	7	1.86850973799	0.00306256358704
30	cxTwoPoint	0.125	8	1	1.82505926674	0.0078307693736
30	cxTwoPoint	0.125	8	3	1.8540762889	0.00720053227894
30	cxTwoPoint	0.125	8	5	1.86770837177	0.00665321008253
30	cxTwoPoint	0.125	8	7	1.87386461849	0.00200682469737
30	cxTwoPoint	0.15	2	1	1.83348953648	0.00389876981486
30	cxTwoPoint	0.15	2	3	1.86792788341	0.00464827661856
