mean_1	cx	mut_pb	t_size	avg_val	std_val
60	cxTwoPoint	0.075	4	1.93845748181	0.00485620290586
60	cxTwoPoint	0.075	6	1.94027544957	0.00431946134915
60	cxTwoPoint	0.075	8	1.93258691322	0.00305384295865
60	cxTwoPoint	0.1	2	1.94099558243	0.00272645778353
60	cxTwoPoint	0.1	4	1.9387025738	0.0039285172012
60	cxTwoPoint	0.1	6	1.93341175982	0.00702935873122
60	cxTwoPoint	0.1	8	1.93580871527	0.00493227654219
60	cxTwoPoint	0.125	2	1.94300340327	0.00229147189696
60	cxTwoPoint	0.125	4	1.93857838879	0.00566856800698
60	cxTwoPoint	0.125	6	1.94093939453	0.00481813236679
60	cxTwoPoint	0.125	8	1.93779858322	0.00806686214751
60	cxTwoPoint	0.15	2	1.94629992948	0.00212356246336
60	cxTwoPoint	0.15	4	1.93791083281	0.00572410399932
60	cxTwoPoint	0.15	6	1.93653523444	0.00735230461126
60	cxTwoPoint	0.15	8	1.93785168089	0.00492253139323
60	cxTwoPoint	0.175	2	1.94256542433	0.00285409355432
60	cxTwoPoint	0.175	4	1.937207661	0.00177540792023
60	cxTwoPoint	0.175	6	1.93607468059	0.00395437442804
60	cxTwoPoint	0.175	8	1.93751308763	0.00652401683155
60	cxTwoPoint	0.2	2	1.93975255053	0.00412356623139
60	cxTwoPoint	0.2	4	1.94024616819	0.00508887360137
60	cxTwoPoint	0.2	6	1.93800616808	0.00648259624673
60	cxTwoPoint	0.2	8	1.93514459018	0.00453525186324
60	cxUniform	0.05	2	1.94675287013	0.00383794193572
60	cxUniform	0.05	4	1.94208746484	0.00374269303868
60	cxUniform	0.05	6	1.94343210813	0.00551176507999
60	cxUniform	0.05	8	1.93703403469	0.0043034213179
60	cxUniform	0.075	2	1.94446185291	0.00239901454895
60	cxUniform	0.075	4	1.94643992075	0.00372067370934
60	cxUniform	0.075	6	1.94189784174	0.00241772928159
60	cxUniform	0.075	8	1.93906179178	0.00467392342022
60	cxUniform	0.1	2	1.94716612908	0.00344439188821
60	cxUniform	0.1	4	1.94316354154	0.00237686208893
60	cxUniform	0.1	6	1.94360771198	0.0036686845096
60	cxUniform	0.1	8	1.94087943035	0.0022956463684
60	cxUniform	0.125	2	1.94666108111	0.00283651682039
60	cxUniform	0.125	4	1.94726065836	0.0023488544867
60	cxUniform	0.125	6	1.94364542157	0.00306100321193
60	cxUniform	0.125	8	1.9446090698	0.00346465331136
60	cxUniform	0.15	2	1.95000602851	0.000800918537018
60	cxUniform	0.15	4	1.94575416612	0.00253124956585
60	cxUniform	0.15	6	1.94117468237	0.00290698618211
60	cxUniform	0.15	8	1.9436018988	0.00473284668604
60	cxUniform	0.175	2	1.950136592	0.00138075299283
60	cxUniform	0.175	4	1.94799661709	0.00139854580425
60	cxUniform	0.175	6	1.94315093136	0.00520503261385
60	cxUniform	0.175	8	1.94457153278	0.00405949363015
60	cxUniform	0.2	2	1.9486760954	0.00224504797077
60	cxUniform	0.2	4	1.94785431609	0.00489136437337
60	cxUniform	0.2	6	1.94560200356	0.00180895168623
60	cxUniform	0.2	8	1.94101035901	0.00568455248679
70	cxOnePoint	0.05	2	1.93457432732	0.00606694747526
70	cxOnePoint	0.05	4	1.93172407021	0.00709120514516
70	cxOnePoint	0.05	6	1.9295329097	0.00717476957754
70	cxOnePoint	0.05	8	1.92917546972	0.00638755891357
70	cxOnePoint	0.075	2	1.93914353929	0.0071140888674
70	cxOnePoint	0.075	4	1.93049305326	0.00692120691996
70	cxOnePoint	0.075	6	1.93203229856	0.0102177937034
70	cxOnePoint	0.075	8	1.93088997139	0.00378151268912
70	cxOnePoint	0.1	2	1.93071724757	0.00713757940227
70	cxOnePoint	0.1	4	1.93441112346	0.00429369353649
70	cxOnePoint	0.1	6	1.9308800173	0.00535367679366
70	cxOnePoint	0.1	8	1.92698888176	0.00401975656406
70	cxOnePoint	0.125	2	1.93676789802	0.00441008023116
70	cxOnePoint	0.125	4	1.93424823005	0.00605012997238
70	cxOnePoint	0.125	6	1.93493958335	0.0076206337323
70	cxOnePoint	0.125	8	1.93428023742	0.00299646964045
70	cxOnePoint	0.15	2	1.93309299267	0.0054257257021
70	cxOnePoint	0.15	4	1.93316583485	0.00661025052169
70	cxOnePoint	0.15	6	1.93318624153	0.00476932769214
70	cxOnePoint	0.15	8	1.92996134228	0.00692714220373
70	cxOnePoint	0.175	2	1.94033023993	0.00291482463888
70	cxOnePoint	0.175	4	1.93533307378	0.00809027933658
70	cxOnePoint	0.175	6	1.93315633915	0.00661717495952
70	cxOnePoint	0.175	8	1.93202744899	0.00852303735114
70	cxOnePoint	0.2	2	1.93745922095	0.00803313138507
70	cxOnePoint	0.2	4	1.93948596192	0.00573581346081
70	cxOnePoint	0.2	6	1.93721809408	0.00510663052572
70	cxOnePoint	0.2	8	1.93162433379	0.00334405193408
70	cxTwoPoint	0.05	2	1.93294441302	0.00289643746327
70	cxTwoPoint	0.05	4	1.93524856555	0.00360595171211
70	cxTwoPoint	0.05	6	1.93108788362	0.00251568485063
70	cxTwoPoint	0.05	8	1.93339028942	0.00469348121227
70	cxTwoPoint	0.075	2	1.93690363143	0.00495817710006
70	cxTwoPoint	0.075	4	1.93465539752	0.00280672972939
70	cxTwoPoint	0.075	6	1.93204241249	0.00314824992741
70	cxTwoPoint	0.075	8	1.93545316504	0.00852960673612
70	cxTwoPoint	0.1	2	1.93915264444	0.00304636838772
70	cxTwoPoint	0.1	4	1.93255734604	0.00301927359221
70	cxTwoPoint	0.1	6	1.93912428718	0.00584223382107
70	cxTwoPoint	0.1	8	1.93435884932	0.00482116698069
70	cxTwoPoint	0.125	2	1.94344498791	0.00266735450534
70	cxTwoPoint	0.125	4	1.93751721316	0.00384042582932
70	cxTwoPoint	0.125	6	1.93654516557	0.00365591915075
70	cxTwoPoint	0.125	8	1.9389019113	0.0053484338685
70	cxTwoPoint	0.15	2	1.94549087023	0.00218820276492
70	cxTwoPoint	0.15	4	1.93837338497	0.00282570116916
70	cxTwoPoint	0.15	6	1.93380082647	0.00276465788785
70	cxTwoPoint	0.15	8	1.93426803033	0.00503042851573
70	cxTwoPoint	0.175	2	1.93829208088	0.00324319050715
70	cxTwoPoint	0.175	4	1.93586179747	0.00261592444243
70	cxTwoPoint	0.175	6	1.93326930688	0.00495081578508
70	cxTwoPoint	0.175	8	1.93476353846	0.00660611468865
70	cxTwoPoint	0.2	2	1.93914620355	0.00712636305432
70	cxTwoPoint	0.2	4	1.94060075929	0.00348033902941
70	cxTwoPoint	0.2	6	1.93912230056	0.00390084354346
70	cxTwoPoint	0.2	8	1.93351666368	0.00325083581866
70	cxUniform	0.05	2	1.9458890242	0.00520107239414
70	cxUniform	0.05	4	1.94311748004	0.00298780135936
70	cxUniform	0.05	6	1.94159313096	0.00198387917498
70	cxUniform	0.05	8	1.94076555148	0.00273093883131
70	cxUniform	0.075	2	1.94445927664	0.00457416701847
70	cxUniform	0.075	4	1.94228774364	0.00631162641796
70	cxUniform	0.075	6	1.94321879193	0.00245623998973
70	cxUniform	0.075	8	1.94189939023	0.0065916133423
70	cxUniform	0.1	2	1.94700593293	0.00408985164112
70	cxUniform	0.1	4	1.9410828078	0.00371263486263
70	cxUniform	0.1	6	1.94264532935	0.00358677497273
70	cxUniform	0.1	8	1.93339777963	0.00463596701848
70	cxUniform	0.125	2	1.94863614723	0.00188733144816
70	cxUniform	0.125	4	1.94431490547	0.00244815326092
70	cxUniform	0.125	6	1.9450838233	0.00430896864567
70	cxUniform	0.125	8	1.93872016016	0.00543507146776
70	cxUniform	0.15	2	1.94678839721	0.00585390224391
70	cxUniform	0.15	4	1.94246593387	0.00597040318506
70	cxUniform	0.15	6	1.94262164562	0.00338426919064
70	cxUniform	0.15	8	1.94059492675	0.00626113847078
70	cxUniform	0.175	2	1.94829299872	0.00274952238874
70	cxUniform	0.175	4	1.94489212111	0.00129776645529
70	cxUniform	0.175	6	1.94311857196	0.00355009030575
70	cxUniform	0.175	8	1.93564218298	0.00559501231934
70	cxUniform	0.2	2	1.94663830999	0.00369319824103
70	cxUniform	0.2	4	1.94605451961	0.00380310417759
70	cxUniform	0.2	6	1.94387833826	0.00297586594498
70	cxUniform	0.2	8	1.94367678086	0.00439299953409
80	cxOnePoint	0.05	2	1.92851264146	0.00517908239118
80	cxOnePoint	0.05	4	1.92907187569	0.00647334610604
80	cxOnePoint	0.05	6	1.92940516993	0.00574283151298
80	cxOnePoint	0.05	8	1.92733353126	0.00651291667282
80	cxOnePoint	0.075	2	1.93197968065	0.00649417837432
80	cxOnePoint	0.075	4	1.92911218204	0.00503487991466
80	cxOnePoint	0.075	6	1.93478475909	0.00518079294974
80	cxOnePoint	0.075	8	1.92929605515	0.00746673663564
80	cxOnePoint	0.1	2	1.9360341193	0.0069014786342
80	cxOnePoint	0.1	4	1.93181050381	0.0026543805673
80	cxOnePoint	0.1	6	1.92789424893	0.00374708489398
80	cxOnePoint	0.1	8	1.93295511802	0.00544229953241
80	cxOnePoint	0.125	2	1.93279734401	0.00460927327648
80	cxOnePoint	0.125	4	1.93542233772	0.00541762210514
80	cxOnePoint	0.125	6	1.93144556853	0.00374131897566
80	cxOnePoint	0.125	8	1.92583593406	0.0057295791397
80	cxOnePoint	0.15	2	1.93811792993	0.00716675836796
80	cxOnePoint	0.15	4	1.92512518856	0.00857206390958
80	cxOnePoint	0.15	6	1.93145643349	0.00618841871994
80	cxOnePoint	0.15	8	1.93421872447	0.00800645190737
80	cxOnePoint	0.175	2	1.9340692303	0.00544535620522
80	cxOnePoint	0.175	4	1.93317828594	0.00609119174067
80	cxOnePoint	0.175	6	1.93213804418	0.00333479398756
80	cxOnePoint	0.175	8	1.93462086755	0.00729155189024
80	cxOnePoint	0.2	2	1.93806767317	0.00749014669478
80	cxOnePoint	0.2	4	1.93291273813	0.00518779298305
80	cxOnePoint	0.2	6	1.93629177902	0.00691391168101
80	cxOnePoint	0.2	8	1.93170758181	0.00309941005868
80	cxTwoPoint	0.05	2	1.93354908475	0.0017667775903
80	cxTwoPoint	0.05	4	1.92810089226	0.00535488057259
80	cxTwoPoint	0.05	6	1.92357290765	0.00474264782094
80	cxTwoPoint	0.05	8	1.93238307045	0.00680847188688
80	cxTwoPoint	0.075	2	1.93254129417	0.001531096404
80	cxTwoPoint	0.075	4	1.93266186213	0.00552278380427
80	cxTwoPoint	0.075	6	1.93035646954	0.00397526654528
80	cxTwoPoint	0.075	8	1.93074083724	0.0028371751478
80	cxTwoPoint	0.1	2	1.93483137429	0.00543871089923
80	cxTwoPoint	0.1	4	1.93051117753	0.00589567887268
80	cxTwoPoint	0.1	6	1.93441897846	0.00981436055606
80	cxTwoPoint	0.1	8	1.92865870001	0.00481820528446
80	cxTwoPoint	0.125	2	1.93570400802	0.00268441261909
80	cxTwoPoint	0.125	4	1.93160374157	0.00354005778798
80	cxTwoPoint	0.125	6	1.93039652888	0.0030445362622
80	cxTwoPoint	0.125	8	1.93152064272	0.0066139594675
80	cxTwoPoint	0.15	2	1.93795662383	0.00646092874349
80	cxTwoPoint	0.15	4	1.93486099345	0.00879355050603
80	cxTwoPoint	0.15	6	1.93161079624	0.00536828562945
80	cxTwoPoint	0.15	8	1.92560683351	0.00380144479673
80	cxTwoPoint	0.175	2	1.93817071121	0.00622367278707
80	cxTwoPoint	0.175	4	1.93466624929	0.0026829793051
80	cxTwoPoint	0.175	6	1.93791839676	0.0042600690602
80	cxTwoPoint	0.175	8	1.93420705961	0.00546963178489
80	cxTwoPoint	0.2	2	1.93847231028	0.00558672765749
80	cxTwoPoint	0.2	4	1.93300730543	0.00301737465687
80	cxTwoPoint	0.2	6	1.93363521112	0.00911103251946
80	cxTwoPoint	0.2	8	1.93688847487	0.00514222908956
80	cxUniform	0.05	2	1.94044837515	0.0032962778254
80	cxUniform	0.05	4	1.9352877444	0.0014975543594
80	cxUniform	0.05	6	1.93669296134	0.00391145300405
80	cxUniform	0.05	8	1.93518008508	0.00386326032124
80	cxUniform	0.075	2	1.94491663287	0.00270368932946
80	cxUniform	0.075	4	1.94140907627	0.00355758258285
80	cxUniform	0.075	6	1.93953507225	0.00356870340242
80	cxUniform	0.075	8	1.93356283565	0.00659648160037
80	cxUniform	0.1	2	1.94415548534	0.00213432639536
80	cxUniform	0.1	4	1.94129892463	0.00663046277809
80	cxUniform	0.1	6	1.94275858535	0.00418885506733
80	cxUniform	0.1	8	1.93701145676	0.00433016334541
80	cxUniform	0.125	2	1.94193385094	0.00271961199385
80	cxUniform	0.125	4	1.94178721991	0.00148336195315
80	cxUniform	0.125	6	1.93973533956	0.00458623525576
80	cxUniform	0.125	8	1.93457737031	0.00345895932005
80	cxUniform	0.15	2	1.94730679291	0.00202637676268
80	cxUniform	0.15	4	1.94319460349	0.00317148909663
80	cxUniform	0.15	6	1.94183877949	0.00319662321238
80	cxUniform	0.15	8	1.93376484826	0.00726734144253
80	cxUniform	0.175	2	1.94680020261	0.000565809296708
80	cxUniform	0.175	4	1.94339110547	0.00493002871448
80	cxUniform	0.175	6	1.93945025763	0.00358906236556
80	cxUniform	0.175	8	1.93592961942	0.00241785350933
80	cxUniform	0.2	2	1.94315147982	0.0059007220643
80	cxUniform	0.2	4	1.9441348975	0.00411847346673
80	cxUniform	0.2	6	1.93474198401	0.00573391915646
80	cxUniform	0.2	8	1.93852151349	0.00769727528876
90	cxOnePoint	0.05	2	1.92802039446	0.00593667690588
90	cxOnePoint	0.05	4	1.92313482103	0.00768810075692
90	cxOnePoint	0.05	6	1.92338148701	0.0117824397345
90	cxOnePoint	0.05	8	1.92253439291	0.00355304398684
90	cxOnePoint	0.075	2	1.92559550932	0.00210668838242
90	cxOnePoint	0.075	4	1.9245079308	0.00579217483187
90	cxOnePoint	0.075	6	1.92706915823	0.00622147854655
90	cxOnePoint	0.075	8	1.93083096109	0.00318690399441
90	cxOnePoint	0.1	2	1.92664602954	0.00604544650866
90	cxOnePoint	0.1	4	1.92582031046	0.00435506456981
90	cxOnePoint	0.1	6	1.92728894206	0.00502644875342
90	cxOnePoint	0.1	8	1.92988147475	0.00820051118435
90	cxOnePoint	0.125	2	1.9341973197	0.00615588067391
90	cxOnePoint	0.125	4	1.92381757133	0.00268407628562
90	cxOnePoint	0.125	6	1.92775134094	0.0057694973111
90	cxOnePoint	0.125	8	1.93262385698	0.00589498129765
90	cxOnePoint	0.15	2	1.93000025816	0.00398639958643
90	cxOnePoint	0.15	4	1.9295087715	0.00295241889025
90	cxOnePoint	0.15	6	1.9277140369	0.00625824292619
90	cxOnePoint	0.15	8	1.92715205272	0.0110622398587
90	cxOnePoint	0.175	2	1.93543963358	0.00695651394105
90	cxOnePoint	0.175	4	1.93386394135	0.00513346850004
90	cxOnePoint	0.175	6	1.93152554128	0.00728325532269
90	cxOnePoint	0.175	8	1.92997701479	0.00397233882244
90	cxOnePoint	0.2	2	1.93377096569	0.00423992375629
90	cxOnePoint	0.2	4	1.92874877276	0.00128345587527
90	cxOnePoint	0.2	6	1.93160463425	0.00525833880678
90	cxOnePoint	0.2	8	1.93192756286	0.00423774607441
90	cxTwoPoint	0.05	2	1.93085733775	0.00399748799733
90	cxTwoPoint	0.05	4	1.92715983379	0.00399941438644
90	cxTwoPoint	0.05	6	1.93285222046	0.0056907909652
90	cxTwoPoint	0.05	8	1.92659220899	0.0039955621177
90	cxTwoPoint	0.075	2	1.9322194462	0.00448088572555
90	cxTwoPoint	0.075	4	1.93002207813	0.00460076277049
90	cxTwoPoint	0.075	6	1.9270609218	0.010323147457
90	cxTwoPoint	0.075	8	1.9274339469	0.00457819763741
90	cxTwoPoint	0.1	2	1.93666709131	0.00554068160926
90	cxTwoPoint	0.1	4	1.92885784323	0.00630672326314
90	cxTwoPoint	0.1	6	1.9291431203	0.00477416740957
90	cxTwoPoint	0.1	8	1.92832644136	0.00481334714309
90	cxTwoPoint	0.125	2	1.9384499359	0.00472019642978
90	cxTwoPoint	0.125	4	1.93122064835	0.00829248611398
90	cxTwoPoint	0.125	6	1.93067822482	0.0040734855107
90	cxTwoPoint	0.125	8	1.92788711923	0.00779735015284
90	cxTwoPoint	0.15	2	1.9362166484	0.00587054432274
90	cxTwoPoint	0.15	4	1.92874197209	0.00396024177901
90	cxTwoPoint	0.15	6	1.92974226732	0.00547920710556
90	cxTwoPoint	0.15	8	1.92646251782	0.00469199417041
90	cxTwoPoint	0.175	2	1.93599758024	0.00530021064058
90	cxTwoPoint	0.175	4	1.93373959324	0.00977772979524
90	cxTwoPoint	0.175	6	1.93147039582	0.00351499417458
90	cxTwoPoint	0.175	8	1.93051551319	0.00670382455938
90	cxTwoPoint	0.2	2	1.93363607582	0.00403130127561
90	cxTwoPoint	0.2	4	1.93259797043	0.00669576452888
90	cxTwoPoint	0.2	6	1.92988119033	0.0078181126024
90	cxTwoPoint	0.2	8	1.93299944117	0.00608734445919
90	cxUniform	0.05	2	1.93608428334	0.00355813577052
90	cxUniform	0.05	4	1.93091765803	0.00201292227221
90	cxUniform	0.05	6	1.93062374057	0.00750416775167
90	cxUniform	0.05	8	1.92891355723	0.00572804556271
90	cxUniform	0.075	2	1.9344600517	0.00543147624353
90	cxUniform	0.075	4	1.93441346256	0.00236455601818
90	cxUniform	0.075	6	1.92795204396	0.0027144535846
90	cxUniform	0.075	8	1.93326465767	0.00425834231743
90	cxUniform	0.1	2	1.93774184948	0.00608494284208
90	cxUniform	0.1	4	1.93580759012	0.0064850842159
90	cxUniform	0.1	6	1.93236825456	0.00452517508766
90	cxUniform	0.1	8	1.92764765076	0.00423091038965
90	cxUniform	0.125	2	1.942416727	0.00410765198608
90	cxUniform	0.125	4	1.93343642335	0.00290384819493
90	cxUniform	0.125	6	1.92938753743	0.0070684249071
90	cxUniform	0.125	8	1.92911056351	0.00312781478249
90	cxUniform	0.15	2	1.9416054599	0.00334612303078
90	cxUniform	0.15	4	1.93489565016	0.0043686071491
90	cxUniform	0.15	6	1.93885696564	0.00614516669729
90	cxUniform	0.15	8	1.93570888546	0.00521438658915
90	cxUniform	0.175	2	1.94178408186	0.00368974140586
90	cxUniform	0.175	4	1.93798758698	0.00390528395905
90	cxUniform	0.175	6	1.9365291291	0.00610813967424
90	cxUniform	0.175	8	1.93138228686	0.00795673358406
90	cxUniform	0.2	2	1.93567086119	0.00389194171913
90	cxUniform	0.2	4	1.94019824513	0.00814781881345
90	cxUniform	0.2	6	1.93307522214	0.00407051994216
90	cxUniform	0.2	8	1.93159278545	0.00575024096742
