mean_1	cx	mut_pb	t_size	avg_val	std_val
20	cxTwoPoint	0.2	2	1.93933440527	0.00151837757546
20	cxTwoPoint	0.2	4	1.94081822186	0.00464150632899
20	cxTwoPoint	0.2	6	1.9369089881	0.00537327631196
20	cxTwoPoint	0.2	8	1.93409603276	0.00357538865151
20	cxUniform	0.05	2	1.94440273355	0.00424331842584
20	cxUniform	0.05	4	1.94335943639	0.00437778216638
20	cxUniform	0.05	6	1.93511366809	0.00347206639243
20	cxUniform	0.05	8	1.93594572451	0.00497226462236
20	cxUniform	0.075	2	1.94390173268	0.00254390940753
20	cxUniform	0.075	4	1.94175412086	0.00413385574861
20	cxUniform	0.075	6	1.93624930564	0.00184201809091
20	cxUniform	0.075	8	1.94025219728	0.00341067362585
20	cxUniform	0.1	2	1.94519619615	0.00411862644419
20	cxUniform	0.1	4	1.94173115458	0.00463061283266
20	cxUniform	0.1	6	1.9382391595	0.00693109398481
20	cxUniform	0.1	8	1.94263396798	0.00370937396862
20	cxUniform	0.125	2	1.94742265594	0.0028205375198
20	cxUniform	0.125	4	1.94377025628	0.00608393321436
20	cxUniform	0.125	6	1.93864461278	0.00554041789674
20	cxUniform	0.125	8	1.9412314308	0.00527028617884
20	cxUniform	0.15	2	1.94734858736	0.0030946675442
20	cxUniform	0.15	4	1.94303927456	0.00415756698341
20	cxUniform	0.15	6	1.9398883835	0.0025211268394
20	cxUniform	0.15	8	1.9393995238	0.00124769130241
20	cxUniform	0.175	2	1.9440321288	0.00413666389266
20	cxUniform	0.175	4	1.94249167102	0.00503927781692
20	cxUniform	0.175	6	1.94484046168	0.00528472743842
20	cxUniform	0.175	8	1.94271916115	0.00466238629859
20	cxUniform	0.2	2	1.94716442414	0.00360461579081
20	cxUniform	0.2	4	1.94093248369	0.00507268400445
20	cxUniform	0.2	6	1.93907651068	0.00512966987484
20	cxUniform	0.2	8	1.94471321958	0.00527989461348
30	cxOnePoint	0.05	2	1.94010314634	0.00452796554226
30	cxOnePoint	0.05	4	1.93553225582	0.00759882936076
30	cxOnePoint	0.05	6	1.93691423469	0.00416652579047
30	cxOnePoint	0.05	8	1.94002426898	0.00397074595947
30	cxOnePoint	0.075	2	1.9387621606	0.00362102422704
30	cxOnePoint	0.075	4	1.93796821338	0.00388113887881
30	cxOnePoint	0.075	6	1.935554981	0.00326667583553
30	cxOnePoint	0.075	8	1.93371148748	0.00391236794675
30	cxOnePoint	0.1	2	1.9405811459	0.00658284648501
30	cxOnePoint	0.1	4	1.93664100992	0.00737365671675
30	cxOnePoint	0.1	6	1.93690711313	0.00545217014059
30	cxOnePoint	0.1	8	1.93411106167	0.004804401251
30	cxOnePoint	0.125	2	1.9437771274	0.0037291453466
30	cxOnePoint	0.125	4	1.94126512871	0.00382388977008
30	cxOnePoint	0.125	6	1.93626483733	0.00564041073933
30	cxOnePoint	0.125	8	1.93406594469	0.00352288624686
30	cxOnePoint	0.15	2	1.94288903978	0.004812885482
30	cxOnePoint	0.15	4	1.93918163738	0.0043544511898
30	cxOnePoint	0.15	6	1.93789527529	0.00738983534561
30	cxOnePoint	0.15	8	1.93770957821	0.00813555506756
30	cxOnePoint	0.175	2	1.94271777685	0.00590946339943
30	cxOnePoint	0.175	4	1.93825447804	0.00422870045673
30	cxOnePoint	0.175	6	1.9365430841	0.00733798660079
30	cxOnePoint	0.175	8	1.93235546889	0.00326265830452
30	cxOnePoint	0.2	2	1.94383009698	0.00561980812329
30	cxOnePoint	0.2	4	1.94118341242	0.00600062795126
30	cxOnePoint	0.2	6	1.93640331958	0.00508864522997
30	cxOnePoint	0.2	8	1.93450204841	0.00346702769081
30	cxTwoPoint	0.05	2	1.9412530471	0.00481872833253
30	cxTwoPoint	0.05	4	1.93691139513	0.00406629160321
30	cxTwoPoint	0.05	6	1.93844467411	0.00688744013822
30	cxTwoPoint	0.05	8	1.93551209901	0.00405252119799
30	cxTwoPoint	0.075	2	1.94106092038	0.00529833317796
30	cxTwoPoint	0.075	4	1.93631530281	0.00317876373044
30	cxTwoPoint	0.075	6	1.93995091181	0.00799452913469
30	cxTwoPoint	0.075	8	1.93913568908	0.0049618365933
30	cxTwoPoint	0.1	2	1.94132631534	0.00512383092433
30	cxTwoPoint	0.1	4	1.9320897576	0.00366552377157
30	cxTwoPoint	0.1	6	1.93683087193	0.00632177823114
30	cxTwoPoint	0.1	8	1.93340181991	0.0026006792224
30	cxTwoPoint	0.125	2	1.93951674418	0.00512091214607
30	cxTwoPoint	0.125	4	1.93794366544	0.00584408099036
30	cxTwoPoint	0.125	6	1.94113937186	0.00637848027145
30	cxTwoPoint	0.125	8	1.94251329884	0.00487819049421
30	cxTwoPoint	0.15	2	1.94234298786	0.00629366223074
30	cxTwoPoint	0.15	4	1.93870583358	0.00280765564112
30	cxTwoPoint	0.15	6	1.9382498248	0.00215453824581
30	cxTwoPoint	0.15	8	1.94017482079	0.00617835939589
30	cxTwoPoint	0.175	2	1.9382328728	0.00311841223803
30	cxTwoPoint	0.175	4	1.94315199621	0.00319693435853
30	cxTwoPoint	0.175	6	1.94392391295	0.00430651771367
30	cxTwoPoint	0.175	8	1.9327157225	0.00277284018239
30	cxTwoPoint	0.2	2	1.9442325461	0.00424656049319
30	cxTwoPoint	0.2	4	1.93969122532	0.00347485116879
30	cxTwoPoint	0.2	6	1.94322899857	0.00324863260348
30	cxTwoPoint	0.2	8	1.9358367008	0.0066131943144
30	cxUniform	0.05	2	1.94423689987	0.00636109623101
30	cxUniform	0.05	4	1.94692781688	0.0027819214333
30	cxUniform	0.05	6	1.94189428784	0.00513991198223
30	cxUniform	0.05	8	1.94088959966	0.0048021939017
30	cxUniform	0.075	2	1.94636621717	0.0044415563883
30	cxUniform	0.075	4	1.94761608331	0.00368906392398
30	cxUniform	0.075	6	1.9441200996	0.00621405931184
30	cxUniform	0.075	8	1.93879767238	0.00315070755225
30	cxUniform	0.1	2	1.94231930807	0.0030400710932
30	cxUniform	0.1	4	1.94579965541	0.0025620813357
30	cxUniform	0.1	6	1.94713563962	0.00516613475909
30	cxUniform	0.1	8	1.94240149411	0.00488760510426
30	cxUniform	0.125	2	1.94608277076	0.00449481336991
30	cxUniform	0.125	4	1.9463936972	0.00445840300338
30	cxUniform	0.125	6	1.94605576296	0.00580054180898
30	cxUniform	0.125	8	1.93870913038	0.00349241959057
30	cxUniform	0.15	2	1.9486137039	0.00158931516326
30	cxUniform	0.15	4	1.94702708104	0.00386539395337
30	cxUniform	0.15	6	1.94456501817	0.00662617797905
30	cxUniform	0.15	8	1.93978117813	0.00579871069871
30	cxUniform	0.175	2	1.94785593429	0.00395276871618
30	cxUniform	0.175	4	1.94652058159	0.0047466134752
30	cxUniform	0.175	6	1.94421133809	0.0061614504595
30	cxUniform	0.175	8	1.94290951598	0.00585425635578
30	cxUniform	0.2	2	1.94895128972	0.00317935185429
30	cxUniform	0.2	4	1.93981453042	0.00167889566687
30	cxUniform	0.2	6	1.94302285104	0.00325026028612
30	cxUniform	0.2	8	1.94514800687	0.00531491369711
40	cxOnePoint	0.05	2	1.94060776202	0.00443675712614
40	cxOnePoint	0.05	4	1.93273405286	0.0016969701877
40	cxOnePoint	0.05	6	1.93525573036	0.00518477962674
40	cxOnePoint	0.05	8	1.93549991845	0.00539043836723
40	cxOnePoint	0.075	2	1.94523566059	0.00364403131394
40	cxOnePoint	0.075	4	1.9384606782	0.00465438144341
40	cxOnePoint	0.075	6	1.93539759626	0.00617955918082
40	cxOnePoint	0.075	8	1.94201239415	0.00532402882305
40	cxOnePoint	0.1	2	1.94141763119	0.00366166956725
40	cxOnePoint	0.1	4	1.93836813722	0.00323621300597
40	cxOnePoint	0.1	6	1.9388163947	0.00130758030298
40	cxOnePoint	0.1	8	1.94295303314	0.00184465693847
40	cxOnePoint	0.125	2	1.94071644446	0.00388326995388
40	cxOnePoint	0.125	4	1.93964202525	0.00527721514527
40	cxOnePoint	0.125	6	1.93578264142	0.00252386221754
40	cxOnePoint	0.125	8	1.93429755985	0.00660607617992
40	cxOnePoint	0.15	2	1.9437158606	0.00520112358408
40	cxOnePoint	0.15	4	1.93650035614	0.00670115097756
40	cxOnePoint	0.15	6	1.93481644356	0.00499697075508
40	cxOnePoint	0.15	8	1.94384763555	0.00541361347451
40	cxOnePoint	0.175	2	1.94477141012	0.00371250130495
40	cxOnePoint	0.175	4	1.94276905253	0.0042013629744
40	cxOnePoint	0.175	6	1.93134195276	0.00242173002702
40	cxOnePoint	0.175	8	1.93363725488	0.000934775720138
40	cxOnePoint	0.2	2	1.94286384611	0.00430705598783
40	cxOnePoint	0.2	4	1.9409627712	0.00663018536335
40	cxOnePoint	0.2	6	1.93994025587	0.004304951025
40	cxOnePoint	0.2	8	1.93793069896	0.00718383034072
40	cxTwoPoint	0.05	2	1.94013660443	0.00347412048569
40	cxTwoPoint	0.05	4	1.93836718348	0.00595661747748
40	cxTwoPoint	0.05	6	1.93721869381	0.00562525710269
40	cxTwoPoint	0.05	8	1.9352683634	0.00308256438283
40	cxTwoPoint	0.075	2	1.94353691756	0.00607975753755
40	cxTwoPoint	0.075	4	1.93673543604	0.00217880169302
40	cxTwoPoint	0.075	6	1.93475626579	0.00822345517054
40	cxTwoPoint	0.075	8	1.93591421905	0.00637686295612
40	cxTwoPoint	0.1	2	1.94244235516	0.00272603883021
40	cxTwoPoint	0.1	4	1.93825892684	0.00463625980215
40	cxTwoPoint	0.1	6	1.93987494841	0.00289392379033
40	cxTwoPoint	0.1	8	1.93640320954	0.00262016272424
40	cxTwoPoint	0.125	2	1.94264275138	0.00619852401457
40	cxTwoPoint	0.125	4	1.93984037478	0.00474513811368
40	cxTwoPoint	0.125	6	1.9359771595	0.00647212437345
40	cxTwoPoint	0.125	8	1.93542528779	0.00433303397064
40	cxTwoPoint	0.15	2	1.94585242009	0.00238540225541
40	cxTwoPoint	0.15	4	1.93805474587	0.00489552144162
40	cxTwoPoint	0.15	6	1.93401023076	0.00299374158935
40	cxTwoPoint	0.15	8	1.93848478904	0.00642812642501
40	cxTwoPoint	0.175	2	1.94483176708	0.00471310689307
40	cxTwoPoint	0.175	4	1.93863283325	0.00582100055821
40	cxTwoPoint	0.175	6	1.94044469987	0.00555876254435
40	cxTwoPoint	0.175	8	1.9350163725	0.00196116096452
40	cxTwoPoint	0.2	2	1.94074119662	0.00412940212972
40	cxTwoPoint	0.2	4	1.93947251838	0.00400103437762
40	cxTwoPoint	0.2	6	1.93715537822	0.00321839496702
40	cxTwoPoint	0.2	8	1.94109929782	0.00582817453181
40	cxUniform	0.05	2	1.94827801811	0.00296000524896
40	cxUniform	0.05	4	1.94485506166	0.00435011402553
40	cxUniform	0.05	6	1.94381026907	0.00233312017648
40	cxUniform	0.05	8	1.93967092949	0.00435121240859
40	cxUniform	0.075	2	1.94870539124	0.00167093082469
40	cxUniform	0.075	4	1.94758326686	0.00398396028899
40	cxUniform	0.075	6	1.94624210941	0.00259130865403
40	cxUniform	0.075	8	1.94035687228	0.00694119709146
40	cxUniform	0.1	2	1.94753581286	0.00367155343533
40	cxUniform	0.1	4	1.94348077554	0.00422497610787
40	cxUniform	0.1	6	1.94472849037	0.00419831963036
40	cxUniform	0.1	8	1.94299877146	0.00343088987738
40	cxUniform	0.125	2	1.94632079036	0.0035988796369
40	cxUniform	0.125	4	1.94614937692	0.00333905337598
40	cxUniform	0.125	6	1.94676556299	0.00421832694939
40	cxUniform	0.125	8	1.94080355926	0.00446910887091
40	cxUniform	0.15	2	1.9493756479	0.000819442718302
40	cxUniform	0.15	4	1.94693469626	0.00416058198163
40	cxUniform	0.15	6	1.94790737194	0.00128399128295
40	cxUniform	0.15	8	1.94657604583	0.00356074783742
40	cxUniform	0.175	2	1.95013291342	0.00116865680459
40	cxUniform	0.175	4	1.94880320781	0.00169534044911
40	cxUniform	0.175	6	1.94499163576	0.00409399795915
40	cxUniform	0.175	8	1.94139817505	0.00679455654111
40	cxUniform	0.2	2	1.94778909223	0.00266360354664
40	cxUniform	0.2	4	1.94588964825	0.00465701264813
40	cxUniform	0.2	6	1.94414966746	0.00382039845486
40	cxUniform	0.2	8	1.9461165927	0.00340140957223
50	cxOnePoint	0.05	2	1.94301211903	0.00320307434364
50	cxOnePoint	0.05	4	1.93442839341	0.00353022737143
50	cxOnePoint	0.05	6	1.93908869856	0.00573413584084
50	cxOnePoint	0.05	8	1.93124129172	0.00385345159931
50	cxOnePoint	0.075	2	1.93807751294	0.00273246290219
50	cxOnePoint	0.075	4	1.93328782859	0.00446683788811
50	cxOnePoint	0.075	6	1.93399546583	0.00401421545296
50	cxOnePoint	0.075	8	1.93453155444	0.0055383873574
50	cxOnePoint	0.1	2	1.94120253483	0.00459753858525
50	cxOnePoint	0.1	4	1.93740903847	0.00619766416343
50	cxOnePoint	0.1	6	1.93818408021	0.00727208830222
50	cxOnePoint	0.1	8	1.93553365261	0.00364509241667
50	cxOnePoint	0.125	2	1.93654763933	0.00520848484377
50	cxOnePoint	0.125	4	1.93634995712	0.00615602000421
50	cxOnePoint	0.125	6	1.93850573996	0.00359755973797
50	cxOnePoint	0.125	8	1.93462507989	0.00426089245422
50	cxOnePoint	0.15	2	1.94321862537	0.00446385980185
50	cxOnePoint	0.15	4	1.94035873422	0.00583264397997
50	cxOnePoint	0.15	6	1.93469108505	0.00375725935867
50	cxOnePoint	0.15	8	1.92965323565	0.00395658433468
50	cxOnePoint	0.175	2	1.93889968618	0.00400963003561
50	cxOnePoint	0.175	4	1.93915968825	0.00624358443361
50	cxOnePoint	0.175	6	1.9376397932	0.00515509894834
50	cxOnePoint	0.175	8	1.94085441174	0.00379128731988
50	cxOnePoint	0.2	2	1.94420012483	0.00496192969734
50	cxOnePoint	0.2	4	1.94067891499	0.00551783295987
50	cxOnePoint	0.2	6	1.93795121569	0.0077028128115
50	cxOnePoint	0.2	8	1.93800185484	0.00594028157888
50	cxTwoPoint	0.05	2	1.94106568367	0.00268499284364
50	cxTwoPoint	0.05	4	1.93894204985	0.00369988024847
50	cxTwoPoint	0.05	6	1.93652624861	0.00403890602678
50	cxTwoPoint	0.05	8	1.93889305919	0.00414120273951
50	cxTwoPoint	0.075	2	1.94212515487	0.00684530397021
50	cxTwoPoint	0.075	4	1.94408619274	0.00401054606971
50	cxTwoPoint	0.075	6	1.93586183935	0.00303248861618
50	cxTwoPoint	0.075	8	1.93816965799	0.00563505441026
50	cxTwoPoint	0.1	2	1.94249389187	0.0041390567033
50	cxTwoPoint	0.1	4	1.93995242241	0.003390753844
50	cxTwoPoint	0.1	6	1.93712408166	0.00447382634826
50	cxTwoPoint	0.1	8	1.94049573488	0.00520446675983
50	cxTwoPoint	0.125	2	1.94584484937	0.00366279772336
50	cxTwoPoint	0.125	4	1.94255128632	0.00383509240373
50	cxTwoPoint	0.125	6	1.93698213242	0.0038551504537
50	cxTwoPoint	0.125	8	1.93651959755	0.00464683306158
50	cxTwoPoint	0.15	2	1.94412013852	0.0034124679426
50	cxTwoPoint	0.15	4	1.93879500111	0.00249319165259
50	cxTwoPoint	0.15	6	1.94275927812	0.00427188549728
50	cxTwoPoint	0.15	8	1.9355746843	0.00797769377843
50	cxTwoPoint	0.175	2	1.94530537674	0.00484373250431
50	cxTwoPoint	0.175	4	1.93973398486	0.00560400341194
50	cxTwoPoint	0.175	6	1.93897921991	0.00761082574937
50	cxTwoPoint	0.175	8	1.9414174674	0.00549020448016
50	cxTwoPoint	0.2	2	1.94501733816	0.004848004382
50	cxTwoPoint	0.2	4	1.94178542949	0.00429083571693
50	cxTwoPoint	0.2	6	1.94005369264	0.00501839599403
50	cxTwoPoint	0.2	8	1.93789960011	0.00424468329566
50	cxUniform	0.05	2	1.94863736138	0.00320362109452
50	cxUniform	0.05	4	1.94569827124	0.00381826599152
50	cxUniform	0.05	6	1.94262775999	0.00390501575264
50	cxUniform	0.05	8	1.94270048495	0.0061636202024
50	cxUniform	0.075	2	1.94845391249	0.00202342947773
50	cxUniform	0.075	4	1.94645971115	0.00345368140515
50	cxUniform	0.075	6	1.94276416253	0.00577029210297
50	cxUniform	0.075	8	1.94353343325	0.00614307782261
50	cxUniform	0.1	2	1.94770449896	0.00239153385644
50	cxUniform	0.1	4	1.94674261154	0.00356888825806
50	cxUniform	0.1	6	1.94457834786	0.00421555810032
50	cxUniform	0.1	8	1.94218495458	0.00585005320487
50	cxUniform	0.125	2	1.94677319849	0.00300613627813
50	cxUniform	0.125	4	1.94768107063	0.00436099547877
50	cxUniform	0.125	6	1.94177556697	0.00503469725039
50	cxUniform	0.125	8	1.94386948101	0.00568206536782
50	cxUniform	0.15	2	1.94625618735	0.00348016547762
50	cxUniform	0.15	4	1.94214182206	0.00371501737691
50	cxUniform	0.15	6	1.94564883318	0.00540310830682
50	cxUniform	0.15	8	1.94608342166	0.00401451182974
50	cxUniform	0.175	2	1.94733847189	0.00379784163813
50	cxUniform	0.175	4	1.94299410026	0.00549180218314
50	cxUniform	0.175	6	1.94530345407	0.00428928459391
50	cxUniform	0.175	8	1.94270366256	0.0053853241538
50	cxUniform	0.2	2	1.9496771331	0.000735212590258
50	cxUniform	0.2	4	1.9486470328	0.00207141228369
50	cxUniform	0.2	6	1.94605961484	0.00213764032034
50	cxUniform	0.2	8	1.94280844671	0.00378904413102
60	cxOnePoint	0.05	2	1.93916632289	0.00451423198146
60	cxOnePoint	0.05	4	1.93777105935	0.00445455180514
60	cxOnePoint	0.05	6	1.93096432056	0.00614035704794
60	cxOnePoint	0.05	8	1.92792016726	0.00365879737738
60	cxOnePoint	0.075	2	1.93719227184	0.00501538131139
60	cxOnePoint	0.075	4	1.9354613993	0.00883560366661
60	cxOnePoint	0.075	6	1.93352880713	0.0030183935294
60	cxOnePoint	0.075	8	1.94099938086	0.00310128820711
60	cxOnePoint	0.1	2	1.93951017725	0.00364770488166
60	cxOnePoint	0.1	4	1.93597117394	0.00701056253828
60	cxOnePoint	0.1	6	1.94012739956	0.0073294242495
60	cxOnePoint	0.1	8	1.9392194131	0.00318688380003
60	cxOnePoint	0.125	2	1.9373569312	0.00565871587109
60	cxOnePoint	0.125	4	1.93531883885	0.00649376883722
60	cxOnePoint	0.125	6	1.93466866469	0.00695246324471
60	cxOnePoint	0.125	8	1.93663542825	0.00802203256534
60	cxOnePoint	0.15	2	1.93893019462	0.00449464971404
60	cxOnePoint	0.15	4	1.93672962535	0.00634583218547
60	cxOnePoint	0.15	6	1.93979068144	0.00374579358895
60	cxOnePoint	0.15	8	1.93733614347	0.00470494124732
60	cxOnePoint	0.175	2	1.9438039486	0.00361156701393
60	cxOnePoint	0.175	4	1.93800929986	0.00589718034129
60	cxOnePoint	0.175	6	1.93659916536	0.00620695094683
60	cxOnePoint	0.175	8	1.93607586938	0.00125102534245
60	cxOnePoint	0.2	2	1.94000714062	0.00612437788583
60	cxOnePoint	0.2	4	1.9384191622	0.00751210659025
60	cxOnePoint	0.2	6	1.93652600939	0.0061968938346
60	cxOnePoint	0.2	8	1.93717683186	0.0060546686294
60	cxTwoPoint	0.05	2	1.93640063847	0.00779728300043
60	cxTwoPoint	0.05	4	1.93661500474	0.00631866460684
60	cxTwoPoint	0.05	6	1.93769027979	0.00606377275754
60	cxTwoPoint	0.05	8	1.93252972369	0.00473548157754
60	cxTwoPoint	0.075	2	1.94027152275	0.00368706081981
