mean_1	cx	mut_pb	t_size	max_val
80	cxOnePoint	0.175	6	1.93568862171
80	cxOnePoint	0.175	8	1.94024368026
80	cxOnePoint	0.2	2	1.94674935584
80	cxOnePoint	0.2	4	1.94014499803
80	cxOnePoint	0.2	6	1.94454802902
80	cxOnePoint	0.2	8	1.93482610562
80	cxTwoPoint	0.05	2	1.93610624254
80	cxTwoPoint	0.05	4	1.93618353674
80	cxTwoPoint	0.05	6	1.9314177358
80	cxTwoPoint	0.05	8	1.94343279697
80	cxTwoPoint	0.075	2	1.93448997526
80	cxTwoPoint	0.075	4	1.94308280532
80	cxTwoPoint	0.075	6	1.93508823884
80	cxTwoPoint	0.075	8	1.93419754618
80	cxTwoPoint	0.1	2	1.94302933127
80	cxTwoPoint	0.1	4	1.93950994116
80	cxTwoPoint	0.1	6	1.9472039068
80	cxTwoPoint	0.1	8	1.93370190487
80	cxTwoPoint	0.125	2	1.93810146656
80	cxTwoPoint	0.125	4	1.93711141513
80	cxTwoPoint	0.125	6	1.93415293755
80	cxTwoPoint	0.125	8	1.94207201234
80	cxTwoPoint	0.15	2	1.94691197799
80	cxTwoPoint	0.15	4	1.94440107413
80	cxTwoPoint	0.15	6	1.93845248801
80	cxTwoPoint	0.15	8	1.93062425996
80	cxTwoPoint	0.175	2	1.94582050071
80	cxTwoPoint	0.175	4	1.93942684561
80	cxTwoPoint	0.175	6	1.94335954828
80	cxTwoPoint	0.175	8	1.94047379494
80	cxTwoPoint	0.2	2	1.9419122425
80	cxTwoPoint	0.2	4	1.93606774143
80	cxTwoPoint	0.2	6	1.94766925508
80	cxTwoPoint	0.2	8	1.94105489216
80	cxUniform	0.05	2	1.94481366208
80	cxUniform	0.05	4	1.93717746545
80	cxUniform	0.05	6	1.94290547855
80	cxUniform	0.05	8	1.93939190657
80	cxUniform	0.075	2	1.94977489989
80	cxUniform	0.075	4	1.94606866364
80	cxUniform	0.075	6	1.94626602152
80	cxUniform	0.075	8	1.94214244583
80	cxUniform	0.1	2	1.94822754488
80	cxUniform	0.1	4	1.94757203447
80	cxUniform	0.1	6	1.94758353777
80	cxUniform	0.1	8	1.9453063863
80	cxUniform	0.125	2	1.94530846123
80	cxUniform	0.125	4	1.94438647633
80	cxUniform	0.125	6	1.94407555373
80	cxUniform	0.125	8	1.93992538862
80	cxUniform	0.15	2	1.9494624472
80	cxUniform	0.15	4	1.94695092811
80	cxUniform	0.15	6	1.9461848571
80	cxUniform	0.15	8	1.94399960922
80	cxUniform	0.175	2	1.94789346503
80	cxUniform	0.175	4	1.94946258429
80	cxUniform	0.175	6	1.94303207017
80	cxUniform	0.175	8	1.93865837818
80	cxUniform	0.2	2	1.95102067249
80	cxUniform	0.2	4	1.9517975623
80	cxUniform	0.2	6	1.94290963085
80	cxUniform	0.2	8	1.95015888465
90	cxOnePoint	0.05	2	1.93599811591
90	cxOnePoint	0.05	4	1.93023344244
90	cxOnePoint	0.05	6	1.93260267859
90	cxOnePoint	0.05	8	1.9277091376
90	cxOnePoint	0.075	2	1.92862416205
90	cxOnePoint	0.075	4	1.93112822623
90	cxOnePoint	0.075	6	1.93450219137
90	cxOnePoint	0.075	8	1.93377522964
90	cxOnePoint	0.1	2	1.93225591443
90	cxOnePoint	0.1	4	1.93118739126
90	cxOnePoint	0.1	6	1.93190779703
90	cxOnePoint	0.1	8	1.94437918619
90	cxOnePoint	0.125	2	1.93991745934
90	cxOnePoint	0.125	4	1.92712282794
90	cxOnePoint	0.125	6	1.93460023512
90	cxOnePoint	0.125	8	1.94058759961
90	cxOnePoint	0.15	2	1.93496534025
90	cxOnePoint	0.15	4	1.9330339871
90	cxOnePoint	0.15	6	1.93892667062
90	cxOnePoint	0.15	8	1.94202157516
90	cxOnePoint	0.175	2	1.94630354554
90	cxOnePoint	0.175	4	1.94051241261
90	cxOnePoint	0.175	6	1.94378079131
90	cxOnePoint	0.175	8	1.936153849
90	cxOnePoint	0.2	2	1.94183941116
90	cxOnePoint	0.2	4	1.93083398883
90	cxOnePoint	0.2	6	1.94114018303
90	cxOnePoint	0.2	8	1.93857662912
90	cxTwoPoint	0.05	2	1.93764752053
90	cxTwoPoint	0.05	4	1.93240271668
90	cxTwoPoint	0.05	6	1.93744886789
90	cxTwoPoint	0.05	8	1.93323214782
90	cxTwoPoint	0.075	2	1.93959527443
90	cxTwoPoint	0.075	4	1.93751584418
90	cxTwoPoint	0.075	6	1.93914390037
90	cxTwoPoint	0.075	8	1.93195658478
90	cxTwoPoint	0.1	2	1.94164621207
90	cxTwoPoint	0.1	4	1.93728673296
90	cxTwoPoint	0.1	6	1.93667750733
90	cxTwoPoint	0.1	8	1.93638450163
90	cxTwoPoint	0.125	2	1.94585062104
90	cxTwoPoint	0.125	4	1.94484726338
90	cxTwoPoint	0.125	6	1.93660915744
90	cxTwoPoint	0.125	8	1.93536965221
90	cxTwoPoint	0.15	2	1.94716459628
90	cxTwoPoint	0.15	4	1.93592990053
90	cxTwoPoint	0.15	6	1.93792045855
90	cxTwoPoint	0.15	8	1.93014596537
90	cxTwoPoint	0.175	2	1.94626728623
90	cxTwoPoint	0.175	4	1.94761999176
90	cxTwoPoint	0.175	6	1.93620560515
90	cxTwoPoint	0.175	8	1.93984711667
90	cxTwoPoint	0.2	2	1.94078404631
90	cxTwoPoint	0.2	4	1.94148971254
90	cxTwoPoint	0.2	6	1.94206285442
90	cxTwoPoint	0.2	8	1.93963612552
90	cxUniform	0.05	2	1.94168861204
90	cxUniform	0.05	4	1.93433199513
90	cxUniform	0.05	6	1.94487315138
90	cxUniform	0.05	8	1.93624860701
90	cxUniform	0.075	2	1.94266380605
90	cxUniform	0.075	4	1.93773667382
90	cxUniform	0.075	6	1.93295058183
90	cxUniform	0.075	8	1.9406460996
90	cxUniform	0.1	2	1.94671557517
90	cxUniform	0.1	4	1.94713601055
90	cxUniform	0.1	6	1.93979315061
90	cxUniform	0.1	8	1.93576003273
90	cxUniform	0.125	2	1.94832388662
90	cxUniform	0.125	4	1.93786640698
90	cxUniform	0.125	6	1.93948823526
90	cxUniform	0.125	8	1.93379830876
90	cxUniform	0.15	2	1.9464414566
90	cxUniform	0.15	4	1.94111942379
90	cxUniform	0.15	6	1.94727885393
90	cxUniform	0.15	8	1.9425469104
90	cxUniform	0.175	2	1.94836088241
90	cxUniform	0.175	4	1.94451337622
90	cxUniform	0.175	6	1.94357909145
90	cxUniform	0.175	8	1.94112181395
90	cxUniform	0.2	2	1.94118079604
90	cxUniform	0.2	4	1.95073607386
90	cxUniform	0.2	6	1.94001548148
90	cxUniform	0.2	8	1.93973740026
